timestamp,medianEnergy,RunPeriod
1.5106e+09,2.804e-06,30/10/2017
1.5106e+09,2.8395e-06,30/10/2017
1.5106e+09,2.8675e-06,30/10/2017
1.5107e+09,2.8191e-06,30/10/2017
1.5107e+09,3.0093e-06,30/10/2017
1.5107e+09,2.8273e-06,30/10/2017
1.5107e+09,3.0501e-06,30/10/2017
1.5107e+09,2.7976e-06,30/10/2017
1.5107e+09,2.8572e-06,30/10/2017
1.5107e+09,2.8589e-06,30/10/2017
1.5107e+09,2.8315e-06,30/10/2017
1.5107e+09,3.0403e-06,30/10/2017
1.5107e+09,2.8456e-06,30/10/2017
1.5108e+09,2.9851e-06,30/10/2017
1.5108e+09,2.9635e-06,30/10/2017
1.5108e+09,2.8192e-06,30/10/2017
1.5108e+09,2.9493e-06,30/10/2017
1.5108e+09,2.9174e-06,30/10/2017
1.5108e+09,2.9111e-06,30/10/2017
1.5108e+09,2.8945e-06,30/10/2017
1.5108e+09,3.0001e-06,30/10/2017
1.5108e+09,2.9511e-06,30/10/2017
1.5108e+09,2.9414e-06,30/10/2017
1.5109e+09,2.8412e-06,30/10/2017
1.5109e+09,2.8045e-06,30/10/2017
1.5109e+09,2.8832e-06,30/10/2017
1.5109e+09,2.785e-06,30/10/2017
1.5109e+09,2.7631e-06,30/10/2017
1.5109e+09,2.9421e-06,30/10/2017
1.5109e+09,2.8702e-06,30/10/2017
1.5109e+09,2.7193e-06,30/10/2017
1.5109e+09,2.8656e-06,30/10/2017
1.511e+09,2.9857e-06,30/10/2017
1.511e+09,3.0051e-06,30/10/2017
1.511e+09,2.8086e-06,30/10/2017
1.511e+09,2.873e-06,30/10/2017
1.511e+09,2.9247e-06,30/10/2017
1.511e+09,2.7717e-06,30/10/2017
1.511e+09,2.6802e-06,30/10/2017
1.511e+09,2.7576e-06,30/10/2017
1.511e+09,2.8609e-06,30/10/2017
1.5111e+09,3.0379e-06,30/10/2017
1.5111e+09,2.8227e-06,30/10/2017
1.5111e+09,2.9433e-06,30/10/2017
1.5111e+09,2.9462e-06,30/10/2017
1.5111e+09,2.7296e-06,30/10/2017
1.5111e+09,2.9514e-06,30/10/2017
1.5111e+09,2.7307e-06,30/10/2017
1.5111e+09,2.9203e-06,30/10/2017
1.5111e+09,2.8143e-06,30/10/2017
1.5111e+09,2.8245e-06,30/10/2017
1.5112e+09,2.892e-06,30/10/2017
1.5112e+09,3.0129e-06,30/10/2017
1.5112e+09,2.8526e-06,30/10/2017
1.5112e+09,2.9237e-06,30/10/2017
1.5112e+09,3.0128e-06,30/10/2017
1.5112e+09,2.8262e-06,30/10/2017
1.5112e+09,2.7794e-06,30/10/2017
1.5112e+09,2.7545e-06,30/10/2017
1.5112e+09,2.9023e-06,30/10/2017
1.5113e+09,2.6697e-06,30/10/2017
1.5113e+09,3.0046e-06,30/10/2017
1.5113e+09,2.7239e-06,30/10/2017
1.5113e+09,2.8162e-06,30/10/2017
1.5113e+09,2.848e-06,30/10/2017
1.5113e+09,2.8526e-06,30/10/2017
1.5113e+09,2.7933e-06,30/10/2017
1.5113e+09,2.8516e-06,30/10/2017
1.5113e+09,2.7753e-06,30/10/2017
1.5114e+09,2.9073e-06,30/10/2017
1.5114e+09,2.841e-06,30/10/2017
1.5114e+09,2.7941e-06,30/10/2017
1.5114e+09,2.7816e-06,30/10/2017
1.5114e+09,2.8453e-06,30/10/2017
1.5114e+09,2.7356e-06,30/10/2017
1.5114e+09,2.8494e-06,30/10/2017
1.5114e+09,2.9579e-06,30/10/2017
1.5115e+09,2.7278e-06,30/10/2017
1.5115e+09,2.905e-06,30/10/2017
1.5115e+09,2.843e-06,30/10/2017
1.5115e+09,2.9025e-06,30/10/2017
1.5115e+09,2.8597e-06,30/10/2017
1.5115e+09,2.7567e-06,30/10/2017
1.5115e+09,2.7785e-06,30/10/2017
1.5115e+09,2.7708e-06,30/10/2017
1.5115e+09,2.7607e-06,30/10/2017
1.5116e+09,2.8925e-06,30/10/2017
1.5116e+09,2.8319e-06,30/10/2017
1.5116e+09,2.8049e-06,30/10/2017
1.5116e+09,2.9385e-06,30/10/2017
1.5116e+09,2.7942e-06,30/10/2017
1.5116e+09,2.8648e-06,30/10/2017
1.5116e+09,2.7652e-06,30/10/2017
1.5116e+09,2.9158e-06,30/10/2017
1.5116e+09,2.8418e-06,30/10/2017
1.5117e+09,2.6979e-06,30/10/2017
1.5117e+09,2.6679e-06,30/10/2017
1.5117e+09,2.843e-06,30/10/2017
1.5117e+09,2.8804e-06,30/10/2017
1.5117e+09,2.9687e-06,30/10/2017
1.5117e+09,2.8039e-06,30/10/2017
1.5117e+09,2.7975e-06,30/10/2017
1.5117e+09,3.1423e-06,30/10/2017
1.5117e+09,2.9353e-06,30/10/2017
1.5117e+09,2.7318e-06,30/10/2017
1.5118e+09,2.8982e-06,30/10/2017
1.5118e+09,3.0283e-06,30/10/2017
1.5118e+09,2.9106e-06,30/10/2017
1.5118e+09,2.8357e-06,30/10/2017
1.5118e+09,2.8853e-06,30/10/2017
1.5118e+09,3.0027e-06,30/10/2017
1.5118e+09,2.8465e-06,30/10/2017
1.5118e+09,2.8925e-06,30/10/2017
1.5118e+09,2.8366e-06,30/10/2017
1.5118e+09,2.8646e-06,30/10/2017
1.5119e+09,2.7976e-06,30/10/2017
1.5119e+09,2.7238e-06,30/10/2017
1.5119e+09,2.8186e-06,30/10/2017
1.5119e+09,2.7742e-06,30/10/2017
1.5119e+09,2.9023e-06,30/10/2017
1.5119e+09,2.8348e-06,30/10/2017
1.5119e+09,2.7743e-06,30/10/2017
1.5119e+09,2.9295e-06,30/10/2017
1.5119e+09,2.9338e-06,30/10/2017
1.512e+09,2.8149e-06,30/10/2017
1.512e+09,2.8328e-06,30/10/2017
1.512e+09,2.9704e-06,30/10/2017
1.512e+09,2.9922e-06,30/10/2017
1.512e+09,2.9314e-06,30/10/2017
1.512e+09,2.7921e-06,30/10/2017
1.512e+09,2.7683e-06,30/10/2017
1.512e+09,2.9055e-06,30/10/2017
1.512e+09,2.7565e-06,30/10/2017
1.5121e+09,2.8726e-06,30/10/2017
1.5121e+09,2.9764e-06,30/10/2017
1.5121e+09,2.9218e-06,30/10/2017
1.5121e+09,2.752e-06,30/10/2017
1.5121e+09,2.852e-06,30/10/2017
1.5121e+09,2.9184e-06,30/10/2017
1.5121e+09,2.9684e-06,30/10/2017
1.5121e+09,2.9303e-06,30/10/2017
1.5121e+09,2.723e-06,30/10/2017
1.5121e+09,2.953e-06,30/10/2017
1.5122e+09,2.7867e-06,30/10/2017
1.5122e+09,2.8838e-06,30/10/2017
1.5122e+09,2.9633e-06,30/10/2017
1.5122e+09,2.8417e-06,30/10/2017
1.5122e+09,2.8487e-06,30/10/2017
1.5122e+09,2.8257e-06,30/10/2017
1.5122e+09,2.7997e-06,30/10/2017
1.5122e+09,3.026e-06,30/10/2017
1.5122e+09,2.812e-06,30/10/2017
1.5123e+09,2.9434e-06,30/10/2017
1.5123e+09,3.0424e-06,30/10/2017
1.5123e+09,3.0391e-06,30/10/2017
1.5123e+09,2.9082e-06,30/10/2017
1.5123e+09,2.9343e-06,30/10/2017
1.5123e+09,3.0196e-06,30/10/2017
1.5123e+09,2.8606e-06,30/10/2017
1.5123e+09,2.8756e-06,30/10/2017
1.5123e+09,2.9734e-06,30/10/2017
1.5123e+09,2.886e-06,30/10/2017
1.5124e+09,2.9044e-06,30/10/2017
1.5124e+09,2.7918e-06,30/10/2017
1.5124e+09,3.0042e-06,30/10/2017
1.5124e+09,3.0964e-06,30/10/2017
1.5124e+09,2.7789e-06,30/10/2017
1.5124e+09,2.9153e-06,30/10/2017
1.5124e+09,2.8549e-06,30/10/2017
1.5124e+09,2.903e-06,30/10/2017
1.5124e+09,2.9204e-06,30/10/2017
1.5125e+09,2.911e-06,30/10/2017
1.5125e+09,2.8142e-06,30/10/2017
1.5125e+09,2.8125e-06,30/10/2017
1.5126e+09,3.0703e-06,30/10/2017
1.5126e+09,2.7677e-06,30/10/2017
1.5126e+09,2.9221e-06,30/10/2017
1.5126e+09,2.8875e-06,30/10/2017
1.5126e+09,2.895e-06,30/10/2017
1.5126e+09,3.0754e-06,30/10/2017
1.5126e+09,2.9746e-06,30/10/2017
1.5126e+09,2.97e-06,30/10/2017
1.5127e+09,2.8211e-06,30/10/2017
1.5127e+09,2.962e-06,30/10/2017
1.5127e+09,2.9062e-06,30/10/2017
1.5127e+09,2.9055e-06,30/10/2017
1.5127e+09,2.9352e-06,30/10/2017
1.5127e+09,3.0785e-06,30/10/2017
1.5127e+09,3.0645e-06,30/10/2017
1.5127e+09,2.8191e-06,30/10/2017
1.5127e+09,2.8115e-06,30/10/2017
1.5128e+09,2.8337e-06,30/10/2017
1.5128e+09,2.8921e-06,30/10/2017
1.5128e+09,2.9258e-06,30/10/2017
1.5128e+09,2.9013e-06,30/10/2017
1.5128e+09,3.048e-06,30/10/2017
1.5128e+09,2.7845e-06,30/10/2017
1.5128e+09,2.8929e-06,30/10/2017
1.5128e+09,2.9422e-06,30/10/2017
1.5128e+09,2.9589e-06,30/10/2017
1.5129e+09,2.8476e-06,30/10/2017
1.5129e+09,3.075e-06,30/10/2017
1.5129e+09,2.7975e-06,30/10/2017
1.5129e+09,2.9525e-06,30/10/2017
1.5129e+09,2.8906e-06,30/10/2017
1.5129e+09,2.7914e-06,30/10/2017
1.5129e+09,2.8778e-06,30/10/2017
1.5129e+09,2.7662e-06,30/10/2017
1.5129e+09,2.9489e-06,30/10/2017
1.5129e+09,2.8716e-06,30/10/2017
1.513e+09,2.711e-06,30/10/2017
1.513e+09,2.6915e-06,30/10/2017
1.513e+09,4.202e-06,30/10/2017
1.513e+09,2.8802e-06,30/10/2017
1.513e+09,2.6538e-06,30/10/2017
1.513e+09,2.8715e-06,30/10/2017
1.513e+09,2.7894e-06,30/10/2017
1.513e+09,2.834e-06,30/10/2017
1.513e+09,2.8797e-06,30/10/2017
1.513e+09,2.7833e-06,30/10/2017
1.5131e+09,2.8239e-06,30/10/2017
1.5131e+09,2.7798e-06,30/10/2017
1.5131e+09,2.8017e-06,30/10/2017
1.5131e+09,2.7064e-06,30/10/2017
1.5131e+09,2.8871e-06,30/10/2017
1.5131e+09,2.6737e-06,30/10/2017
1.5131e+09,2.972e-06,30/10/2017
1.5131e+09,2.8851e-06,30/10/2017
1.5131e+09,3.0153e-06,30/10/2017
1.5132e+09,2.9911e-06,30/10/2017
1.5132e+09,2.9623e-06,30/10/2017
1.5132e+09,2.9365e-06,30/10/2017
1.5132e+09,2.8816e-06,30/10/2017
1.5132e+09,2.9477e-06,30/10/2017
1.5132e+09,2.9281e-06,30/10/2017
1.5132e+09,2.9491e-06,30/10/2017
1.5132e+09,2.7509e-06,30/10/2017
1.5132e+09,2.8372e-06,30/10/2017
1.5133e+09,2.8611e-06,30/10/2017
1.5133e+09,2.8799e-06,30/10/2017
1.5133e+09,2.8439e-06,30/10/2017
1.5133e+09,2.8754e-06,30/10/2017
1.5133e+09,2.7611e-06,30/10/2017
1.5133e+09,2.7781e-06,30/10/2017
1.5133e+09,2.9437e-06,30/10/2017
1.5133e+09,2.7999e-06,30/10/2017
1.5134e+09,3.0498e-06,30/10/2017
1.5134e+09,2.9492e-06,30/10/2017
1.5134e+09,2.8609e-06,30/10/2017
1.5134e+09,2.7458e-06,30/10/2017
1.5134e+09,2.8189e-06,30/10/2017
1.5134e+09,2.8156e-06,30/10/2017
1.5134e+09,2.9696e-06,30/10/2017
1.5134e+09,3.0091e-06,30/10/2017
1.5135e+09,2.9556e-06,30/10/2017
1.5135e+09,2.8543e-06,30/10/2017
1.5135e+09,2.9933e-06,30/10/2017
1.5135e+09,2.9082e-06,30/10/2017
1.5135e+09,2.9537e-06,30/10/2017
1.5135e+09,3.0849e-06,30/10/2017
1.5135e+09,2.9612e-06,30/10/2017
1.5135e+09,2.9232e-06,30/10/2017
1.5135e+09,2.9811e-06,30/10/2017
1.5136e+09,3.006e-06,30/10/2017
1.5136e+09,3.056e-06,30/10/2017
1.5136e+09,2.9266e-06,30/10/2017
1.5136e+09,3.0749e-06,30/10/2017
1.5136e+09,2.8034e-06,30/10/2017
1.5136e+09,2.8059e-06,30/10/2017
1.5136e+09,2.9574e-06,30/10/2017
1.5136e+09,2.9162e-06,30/10/2017
1.5136e+09,3.0419e-06,30/10/2017
1.5136e+09,3.1598e-06,30/10/2017
1.5137e+09,2.8793e-06,30/10/2017
1.5137e+09,2.839e-06,30/10/2017
1.5137e+09,3.0181e-06,30/10/2017
1.5137e+09,2.9573e-06,30/10/2017
1.5137e+09,3.1806e-06,30/10/2017
1.5137e+09,2.9549e-06,30/10/2017
1.5137e+09,2.9035e-06,30/10/2017
1.5137e+09,2.9547e-06,30/10/2017
1.5137e+09,2.747e-06,30/10/2017
1.5138e+09,2.8911e-06,30/10/2017
1.5138e+09,2.8217e-06,30/10/2017
1.5138e+09,2.8974e-06,30/10/2017
1.5138e+09,2.8562e-06,30/10/2017
1.5138e+09,3.0584e-06,30/10/2017
1.5138e+09,3.0112e-06,30/10/2017
1.5138e+09,2.8591e-06,30/10/2017
1.5138e+09,2.8978e-06,30/10/2017
1.5138e+09,3.0345e-06,30/10/2017
1.5139e+09,2.9415e-06,30/10/2017
1.5139e+09,3.0826e-06,30/10/2017
1.5139e+09,2.9272e-06,30/10/2017
1.5139e+09,2.8929e-06,30/10/2017
1.5139e+09,2.806e-06,30/10/2017
1.5189e+09,3.1487e-06,17/02/2018
1.5189e+09,3.1023e-06,17/02/2018
1.5189e+09,3.1383e-06,17/02/2018
1.5189e+09,3.0117e-06,17/02/2018
1.5189e+09,2.9818e-06,17/02/2018
1.519e+09,3.1071e-06,17/02/2018
1.519e+09,3.1005e-06,17/02/2018
1.519e+09,2.9317e-06,17/02/2018
1.519e+09,3.1424e-06,17/02/2018
1.519e+09,2.9174e-06,17/02/2018
1.519e+09,3.0937e-06,17/02/2018
1.519e+09,3.0672e-06,17/02/2018
1.519e+09,3.1553e-06,17/02/2018
1.519e+09,3.1523e-06,17/02/2018
1.5191e+09,2.9683e-06,17/02/2018
1.5191e+09,2.9457e-06,17/02/2018
1.5191e+09,3.0171e-06,17/02/2018
1.5191e+09,3.0792e-06,17/02/2018
1.5191e+09,3.081e-06,17/02/2018
1.5191e+09,3.0634e-06,17/02/2018
1.5191e+09,3.2116e-06,17/02/2018
1.5191e+09,3.0411e-06,17/02/2018
1.5191e+09,2.9978e-06,17/02/2018
1.5192e+09,2.8584e-06,17/02/2018
1.5192e+09,3.1955e-06,17/02/2018
1.5192e+09,3.0682e-06,17/02/2018
1.5192e+09,3.0899e-06,17/02/2018
1.5192e+09,3.0456e-06,17/02/2018
1.5192e+09,2.9473e-06,17/02/2018
1.5192e+09,2.7778e-06,17/02/2018
1.5192e+09,3.139e-06,17/02/2018
1.5193e+09,2.8859e-06,17/02/2018
1.5193e+09,3.1503e-06,17/02/2018
1.5193e+09,3.078e-06,17/02/2018
1.5193e+09,2.8917e-06,17/02/2018
1.5193e+09,3.0112e-06,17/02/2018
1.5193e+09,2.81e-06,17/02/2018
1.5194e+09,3.0393e-06,17/02/2018
1.5194e+09,3.0502e-06,17/02/2018
1.5194e+09,3.0911e-06,17/02/2018
1.5194e+09,2.9442e-06,17/02/2018
1.5194e+09,2.9895e-06,17/02/2018
1.5194e+09,2.8229e-06,17/02/2018
1.5194e+09,3.0236e-06,17/02/2018
1.5194e+09,2.9432e-06,17/02/2018
1.5195e+09,3.1739e-06,17/02/2018
1.5195e+09,3.0464e-06,17/02/2018
1.5195e+09,2.8969e-06,17/02/2018
1.5195e+09,3.0102e-06,17/02/2018
1.5195e+09,2.8743e-06,17/02/2018
1.5195e+09,3.0175e-06,17/02/2018
1.5195e+09,2.9267e-06,17/02/2018
1.5195e+09,3.0765e-06,17/02/2018
1.5195e+09,3.0094e-06,17/02/2018
1.5196e+09,2.986e-06,17/02/2018
1.5196e+09,2.8969e-06,17/02/2018
1.5196e+09,2.8926e-06,17/02/2018
1.5196e+09,2.8753e-06,17/02/2018
1.5196e+09,3.0324e-06,17/02/2018
1.5196e+09,2.9306e-06,17/02/2018
1.5196e+09,3.1252e-06,17/02/2018
1.5196e+09,2.8617e-06,17/02/2018
1.5197e+09,2.8361e-06,17/02/2018
1.5197e+09,2.9933e-06,17/02/2018
1.5197e+09,2.929e-06,17/02/2018
1.5197e+09,3.1579e-06,17/02/2018
1.5197e+09,2.9006e-06,17/02/2018
1.5197e+09,2.8086e-06,17/02/2018
1.5197e+09,2.8288e-06,17/02/2018
1.5197e+09,3.0017e-06,17/02/2018
1.5197e+09,2.9588e-06,17/02/2018
1.5198e+09,2.9745e-06,17/02/2018
1.5198e+09,3.0097e-06,17/02/2018
1.5198e+09,3.0913e-06,17/02/2018
1.5198e+09,3.0188e-06,17/02/2018
1.5198e+09,2.9725e-06,17/02/2018
1.5198e+09,2.9506e-06,17/02/2018
1.5198e+09,2.9638e-06,17/02/2018
1.5198e+09,2.9622e-06,17/02/2018
1.5198e+09,2.9934e-06,17/02/2018
1.5199e+09,3.1433e-06,17/02/2018
1.5199e+09,2.8747e-06,17/02/2018
1.5199e+09,2.9288e-06,17/02/2018
1.5199e+09,2.7395e-06,17/02/2018
1.5199e+09,3.0839e-06,17/02/2018
1.5199e+09,2.9734e-06,17/02/2018
1.5199e+09,3.1598e-06,17/02/2018
1.5199e+09,2.9948e-06,17/02/2018
1.52e+09,2.9448e-06,17/02/2018
1.52e+09,2.8911e-06,17/02/2018
1.52e+09,2.9263e-06,17/02/2018
1.52e+09,3.0537e-06,17/02/2018
1.52e+09,2.988e-06,17/02/2018
1.52e+09,2.9589e-06,17/02/2018
1.52e+09,2.8975e-06,17/02/2018
1.52e+09,2.8066e-06,17/02/2018
1.52e+09,3.113e-06,17/02/2018
1.5201e+09,2.9151e-06,17/02/2018
1.5201e+09,3.0491e-06,17/02/2018
1.5201e+09,2.8655e-06,17/02/2018
1.5201e+09,3.1654e-06,17/02/2018
1.5201e+09,2.8701e-06,17/02/2018
1.5201e+09,2.874e-06,17/02/2018
1.5201e+09,3.008e-06,17/02/2018
1.5201e+09,2.8602e-06,17/02/2018
1.5201e+09,2.9694e-06,17/02/2018
1.5202e+09,2.8803e-06,17/02/2018
1.5202e+09,2.932e-06,17/02/2018
1.5202e+09,2.9478e-06,17/02/2018
1.5202e+09,2.934e-06,17/02/2018
1.5202e+09,3.1942e-06,17/02/2018
1.5202e+09,2.9251e-06,17/02/2018
1.5202e+09,3.1653e-06,17/02/2018
1.5202e+09,2.9423e-06,17/02/2018
1.5202e+09,2.8622e-06,17/02/2018
1.5202e+09,3.0362e-06,17/02/2018
1.5203e+09,2.9412e-06,17/02/2018
1.5203e+09,2.9164e-06,17/02/2018
1.5203e+09,3.0711e-06,17/02/2018
1.5203e+09,3.0305e-06,17/02/2018
1.5203e+09,2.907e-06,17/02/2018
1.5203e+09,2.8424e-06,17/02/2018
1.5203e+09,2.9875e-06,17/02/2018
1.5203e+09,2.977e-06,17/02/2018
1.5203e+09,2.9034e-06,17/02/2018
1.5204e+09,3.01e-06,17/02/2018
1.5204e+09,2.9426e-06,17/02/2018
1.5204e+09,2.9219e-06,17/02/2018
1.5204e+09,3.0155e-06,17/02/2018
1.5204e+09,2.9532e-06,17/02/2018
1.5204e+09,3.0891e-06,17/02/2018
1.5204e+09,2.8401e-06,17/02/2018
1.5205e+09,2.8174e-06,17/02/2018
1.5205e+09,2.917e-06,17/02/2018
1.5205e+09,3.0571e-06,17/02/2018
1.5205e+09,3.1284e-06,17/02/2018
1.5205e+09,2.923e-06,17/02/2018
1.5205e+09,2.9228e-06,17/02/2018
1.5205e+09,3.1661e-06,17/02/2018
1.5205e+09,3.0321e-06,17/02/2018
1.5205e+09,3.1138e-06,17/02/2018
1.5206e+09,2.8549e-06,17/02/2018
1.5206e+09,2.878e-06,17/02/2018
1.5206e+09,2.9733e-06,17/02/2018
1.5206e+09,3.1354e-06,17/02/2018
1.5206e+09,3.0525e-06,17/02/2018
1.5206e+09,2.9576e-06,17/02/2018
1.5206e+09,2.9167e-06,17/02/2018
1.5206e+09,2.9489e-06,17/02/2018
1.5206e+09,2.9441e-06,17/02/2018
1.5207e+09,3.0732e-06,17/02/2018
1.5207e+09,2.9238e-06,17/02/2018
1.5207e+09,2.9728e-06,17/02/2018
1.5207e+09,3.0176e-06,17/02/2018
1.5207e+09,3.2188e-06,17/02/2018
1.5207e+09,3.1439e-06,17/02/2018
1.5207e+09,3.0619e-06,17/02/2018
1.5207e+09,2.9365e-06,17/02/2018
1.5207e+09,2.9351e-06,17/02/2018
1.5207e+09,2.9733e-06,17/02/2018
1.5208e+09,2.8559e-06,17/02/2018
1.5208e+09,2.9818e-06,17/02/2018
1.5208e+09,3.0825e-06,17/02/2018
1.5208e+09,2.9899e-06,17/02/2018
1.5208e+09,3.0001e-06,17/02/2018
1.5208e+09,2.8408e-06,17/02/2018
1.5208e+09,3.0438e-06,17/02/2018
1.5208e+09,2.9954e-06,17/02/2018
1.5208e+09,3.1727e-06,17/02/2018
1.5209e+09,2.9738e-06,17/02/2018
1.5209e+09,2.931e-06,17/02/2018
1.5209e+09,2.9213e-06,17/02/2018
1.5209e+09,3.0005e-06,17/02/2018
1.5209e+09,3.1164e-06,17/02/2018
1.5209e+09,3.0387e-06,17/02/2018
1.5209e+09,2.9545e-06,17/02/2018
1.5209e+09,2.7259e-06,17/02/2018
1.5209e+09,3.1241e-06,17/02/2018
1.521e+09,3.0984e-06,17/02/2018
1.521e+09,2.9735e-06,17/02/2018
1.521e+09,3.0563e-06,17/02/2018
1.521e+09,3.1147e-06,17/02/2018
1.521e+09,3.0233e-06,17/02/2018
1.521e+09,3.1019e-06,17/02/2018
1.521e+09,2.9742e-06,17/02/2018
1.521e+09,3.1209e-06,17/02/2018
1.5211e+09,3.3407e-06,17/02/2018
1.5211e+09,3.0822e-06,17/02/2018
1.5211e+09,3.0639e-06,17/02/2018
1.5211e+09,2.8369e-06,17/02/2018
1.5211e+09,3.0343e-06,17/02/2018
1.5211e+09,2.9295e-06,17/02/2018
1.5211e+09,3.0501e-06,17/02/2018
1.5211e+09,3.1087e-06,17/02/2018
1.5211e+09,3.0193e-06,17/02/2018
1.5212e+09,3.0315e-06,17/02/2018
1.5212e+09,2.9557e-06,17/02/2018
1.5212e+09,2.9005e-06,17/02/2018
