diffFlux,Energy,type
2.52157284e+17,13.268961,Total flux
2.50590573e+17,13.278967,Total flux
2.49031074e+17,13.288973,Total flux
2.47477977e+17,13.298979,Total flux
2.45936822e+17,13.308985,Total flux
2.44405849e+17,13.318991,Total flux
2.42885458e+17,13.328997,Total flux
2.41375092e+17,13.339003,Total flux
2.39874193e+17,13.349009,Total flux
2.38382286e+17,13.359015,Total flux
2.36899795e+17,13.369021,Total flux
2.35426619e+17,13.379027,Total flux
2.33961646e+17,13.389033,Total flux
2.32505865e+17,13.399039,Total flux
2.31061456e+17,13.409045,Total flux
2.29627313e+17,13.419051,Total flux
2.28196752e+17,13.429057,Total flux
2.26778692e+17,13.439063,Total flux
2.2536903e+17,13.449069,Total flux
2.23967418e+17,13.459075,Total flux
2.2258911e+17,13.469081,Total flux
2.21237496e+17,13.479087,Total flux
2.19903718e+17,13.489093,Total flux
2.18437956e+17,13.499099,Total flux
2.1703622e+17,13.509105,Total flux
2.15678486e+17,13.519111,Total flux
2.14339295e+17,13.529117,Total flux
2.13010531e+17,13.539123,Total flux
2.11689488e+17,13.549129,Total flux
2.10372231e+17,13.559135,Total flux
2.09061676e+17,13.569141,Total flux
2.07759518e+17,13.579147,Total flux
2.06468615e+17,13.589153,Total flux
2.05183635e+17,13.599159,Total flux
2.039066e+17,13.609165,Total flux
2.02640203e+17,13.619171,Total flux
2.01378183e+17,13.629177,Total flux
2.00122862e+17,13.639183,Total flux
1.98878222e+17,13.649189,Total flux
1.97640807e+17,13.659195,Total flux
1.96411289e+17,13.669201,Total flux
1.95188859e+17,13.679207,Total flux
1.93973426e+17,13.689213,Total flux
1.92755497e+17,13.699219,Total flux
1.91557634e+17,13.709225,Total flux
1.90368016e+17,13.719231,Total flux
1.89180281e+17,13.729237,Total flux
1.88001612e+17,13.739243,Total flux
1.86832139e+17,13.749249,Total flux
1.85662684e+17,13.759256,Total flux
1.84503273e+17,13.769262,Total flux
1.83354287e+17,13.779268,Total flux
1.8221247e+17,13.789274,Total flux
1.81080065e+17,13.79928,Total flux
1.79953414e+17,13.809286,Total flux
1.7883495e+17,13.819292,Total flux
1.77721279e+17,13.829298,Total flux
1.76615736e+17,13.839304,Total flux
1.75515927e+17,13.84931,Total flux
1.74425136e+17,13.859316,Total flux
1.73341527e+17,13.869322,Total flux
1.72261696e+17,13.879328,Total flux
1.71187098e+17,13.889334,Total flux
1.70122059e+17,13.89934,Total flux
1.69053513e+17,13.909346,Total flux
1.6799118e+17,13.919352,Total flux
1.66941932e+17,13.929358,Total flux
1.65903686e+17,13.939364,Total flux
1.64870978e+17,13.94937,Total flux
1.63844677e+17,13.959376,Total flux
1.62826721e+17,13.969382,Total flux
1.61814705e+17,13.979388,Total flux
1.60806451e+17,13.989394,Total flux
1.5980516e+17,13.9994,Total flux
1.58811819e+17,14.009406,Total flux
1.57823589e+17,14.019412,Total flux
1.56839644e+17,14.029418,Total flux
1.55862586e+17,14.039424,Total flux
1.54892163e+17,14.04943,Total flux
1.53928677e+17,14.059436,Total flux
1.52970017e+17,14.069442,Total flux
1.520165e+17,14.079448,Total flux
1.51069104e+17,14.089454,Total flux
1.50130245e+17,14.09946,Total flux
1.49196859e+17,14.109466,Total flux
1.48267923e+17,14.119472,Total flux
1.47342747e+17,14.129478,Total flux
1.46402118e+17,14.139484,Total flux
1.45427529e+17,14.14949,Total flux
1.44492821e+17,14.159496,Total flux
1.43586568e+17,14.169502,Total flux
1.42687425e+17,14.179508,Total flux
1.41798266e+17,14.189514,Total flux
1.40914364e+17,14.19952,Total flux
1.40036022e+17,14.209526,Total flux
1.39163759e+17,14.219532,Total flux
1.38297508e+17,14.229538,Total flux
1.37435823e+17,14.239544,Total flux
1.36580234e+17,14.24955,Total flux
1.35730412e+17,14.259556,Total flux
1.34885544e+17,14.269562,Total flux
1.34045034e+17,14.279568,Total flux
1.33208849e+17,14.289574,Total flux
1.32378089e+17,14.29958,Total flux
1.31552322e+17,14.309586,Total flux
1.30731566e+17,14.319592,Total flux
1.29916724e+17,14.329598,Total flux
1.29108085e+17,14.339604,Total flux
1.28304524e+17,14.34961,Total flux
1.27504621e+17,14.359616,Total flux
1.26708688e+17,14.369622,Total flux
1.25918553e+17,14.379628,Total flux
1.25133885e+17,14.389634,Total flux
1.24354042e+17,14.39964,Total flux
1.23579608e+17,14.409646,Total flux
1.22810298e+17,14.419652,Total flux
1.22044356e+17,14.429658,Total flux
1.2128258e+17,14.439664,Total flux
1.20527501e+17,14.44967,Total flux
1.19777191e+17,14.459676,Total flux
1.19030405e+17,14.469682,Total flux
1.18288481e+17,14.479688,Total flux
1.17551287e+17,14.489694,Total flux
1.16818537e+17,14.4997,Total flux
1.16090365e+17,14.509706,Total flux
1.15367148e+17,14.519712,Total flux
1.14647836e+17,14.529718,Total flux
1.13933417e+17,14.539724,Total flux
1.13223499e+17,14.54973,Total flux
1.12518055e+17,14.559736,Total flux
1.11817553e+17,14.569742,Total flux
1.11120334e+17,14.579748,Total flux
1.10427204e+17,14.589754,Total flux
1.0973933e+17,14.59976,Total flux
1.09055743e+17,14.609766,Total flux
1.08375902e+17,14.619772,Total flux
1.07699776e+17,14.629778,Total flux
1.07027253e+17,14.639784,Total flux
1.06359106e+17,14.64979,Total flux
1.05695388e+17,14.659796,Total flux
1.0503645e+17,14.669802,Total flux
1.04383054e+17,14.679808,Total flux
1.03733229e+17,14.689814,Total flux
1.03084194e+17,14.69982,Total flux
1.02430586e+17,14.709826,Total flux
1.01786277e+17,14.719832,Total flux
1.01149613e+17,14.729838,Total flux
1.00520798e+17,14.739844,Total flux
9.98963061e+16,14.74985,Total flux
9.92739021e+16,14.759856,Total flux
9.86547933e+16,14.769862,Total flux
9.80394269e+16,14.779868,Total flux
9.74283934e+16,14.789874,Total flux
9.68211758e+16,14.79988,Total flux
9.62176287e+16,14.809886,Total flux
9.56175093e+16,14.819892,Total flux
9.50216187e+16,14.829898,Total flux
9.44292863e+16,14.839904,Total flux
9.38409848e+16,14.84991,Total flux
9.32562373e+16,14.859916,Total flux
9.26754646e+16,14.869922,Total flux
9.2097831e+16,14.879928,Total flux
9.15232798e+16,14.889934,Total flux
9.09527885e+16,14.89994,Total flux
9.03860429e+16,14.909946,Total flux
8.98224854e+16,14.919952,Total flux
8.92628205e+16,14.929958,Total flux
8.87063507e+16,14.939964,Total flux
8.81531832e+16,14.94997,Total flux
8.76033236e+16,14.959976,Total flux
8.70567655e+16,14.969982,Total flux
8.65134989e+16,14.979988,Total flux
8.59737433e+16,14.989994,Total flux
8.54375009e+16,15,Total flux
3.00647925e+08,0.001,FB BB Flux
4.33408427e+13,0.011006004,FB BB Flux
2.02170762e+15,0.021012008,FB BB Flux
2.33718625e+16,0.031018012,FB BB Flux
2.27174774e+17,0.041024016,FB BB Flux
8.35603782e+17,0.05103002,FB BB Flux
1.44029898e+18,0.061036024,FB BB Flux
3.75385082e+18,0.071042028,FB BB Flux
5.24467968e+18,0.081048032,FB BB Flux
6.44730951e+18,0.091054036,FB BB Flux
7.21230697e+18,0.10106004,FB BB Flux
7.59073888e+18,0.11106604,FB BB Flux
8.00795934e+18,0.12107205,FB BB Flux
8.42130921e+18,0.13107805,FB BB Flux
8.73755065e+18,0.14108406,FB BB Flux
9.16349455e+18,0.15109006,FB BB Flux
9.58306753e+18,0.16109606,FB BB Flux
9.94344635e+18,0.17110207,FB BB Flux
1.03274383e+19,0.18110807,FB BB Flux
1.0684403e+19,0.19111408,FB BB Flux
1.10346832e+19,0.20112008,FB BB Flux
1.13747924e+19,0.21112608,FB BB Flux
1.16921719e+19,0.22113209,FB BB Flux
1.20220846e+19,0.23113809,FB BB Flux
1.23491821e+19,0.2411441,FB BB Flux
1.26741242e+19,0.2511501,FB BB Flux
1.29955046e+19,0.2611561,FB BB Flux
1.33053845e+19,0.27116211,FB BB Flux
1.36246298e+19,0.28116811,FB BB Flux
1.38620421e+19,0.29117412,FB BB Flux
1.41455308e+19,0.30118012,FB BB Flux
1.44159503e+19,0.31118612,FB BB Flux
1.46867159e+19,0.32119213,FB BB Flux
1.49480208e+19,0.33119813,FB BB Flux
1.51986303e+19,0.34120414,FB BB Flux
1.54451968e+19,0.35121014,FB BB Flux
1.58104034e+19,0.36121614,FB BB Flux
1.6642024e+19,0.37122215,FB BB Flux
1.68727104e+19,0.38122815,FB BB Flux
1.70907576e+19,0.39123416,FB BB Flux
1.72906434e+19,0.40124016,FB BB Flux
1.74654211e+19,0.41124616,FB BB Flux
1.77065412e+19,0.42125217,FB BB Flux
1.79276449e+19,0.43125817,FB BB Flux
1.81397518e+19,0.44126418,FB BB Flux
1.83353034e+19,0.45127018,FB BB Flux
1.85532196e+19,0.46127618,FB BB Flux
1.87678662e+19,0.47128219,FB BB Flux
1.90313654e+19,0.48128819,FB BB Flux
1.94722501e+19,0.4912942,FB BB Flux
2.11932185e+19,0.5013002,FB BB Flux
2.12654986e+19,0.5113062,FB BB Flux
2.15140345e+19,0.52131221,FB BB Flux
2.17938998e+19,0.53131821,FB BB Flux
2.21208058e+19,0.54132422,FB BB Flux
2.26740655e+19,0.55133022,FB BB Flux
2.29941759e+19,0.56133622,FB BB Flux
2.36076248e+19,0.57134223,FB BB Flux
2.33318092e+19,0.58134823,FB BB Flux
2.3324928e+19,0.59135424,FB BB Flux
2.33659272e+19,0.60136024,FB BB Flux
2.34132242e+19,0.61136624,FB BB Flux
2.35479275e+19,0.62137225,FB BB Flux
2.38049048e+19,0.63137825,FB BB Flux
2.49569874e+19,0.64138426,FB BB Flux
3.5135824e+19,0.65139026,FB BB Flux
3.35747937e+19,0.66139626,FB BB Flux
3.33358207e+19,0.67140227,FB BB Flux
3.27561502e+19,0.68140827,FB BB Flux
3.29673511e+19,0.69141428,FB BB Flux
3.32643329e+19,0.70142028,FB BB Flux
3.35492082e+19,0.71142628,FB BB Flux
3.38657477e+19,0.72143229,FB BB Flux
3.41650628e+19,0.73143829,FB BB Flux
3.63069861e+19,0.7414443,FB BB Flux
3.66221079e+19,0.7514503,FB BB Flux
3.6924879e+19,0.7614563,FB BB Flux
3.72915798e+19,0.77146231,FB BB Flux
3.76136709e+19,0.78146831,FB BB Flux
3.79052e+19,0.79147432,FB BB Flux
3.8242286e+19,0.80148032,FB BB Flux
3.86258044e+19,0.81148632,FB BB Flux
3.92252293e+19,0.82149233,FB BB Flux
3.94960219e+19,0.83149833,FB BB Flux
4.00145684e+19,0.84150434,FB BB Flux
4.06294144e+19,0.85151034,FB BB Flux
4.13143904e+19,0.86151634,FB BB Flux
4.21937929e+19,0.87152235,FB BB Flux
4.28672133e+19,0.88152835,FB BB Flux
4.38071797e+19,0.89153436,FB BB Flux
4.51659395e+19,0.90154036,FB BB Flux
4.68816312e+19,0.91154636,FB BB Flux
5.04200568e+19,0.92155237,FB BB Flux
4.75409458e+19,0.93155837,FB BB Flux
4.78568394e+19,0.94156438,FB BB Flux
4.89883294e+19,0.95157038,FB BB Flux
4.9553695e+19,0.96157638,FB BB Flux
5.00015243e+19,0.97158239,FB BB Flux
5.11702261e+19,0.98158839,FB BB Flux
5.29584278e+19,0.9915944,FB BB Flux
5.40887718e+19,1.0016004,FB BB Flux
5.49129317e+19,1.0116064,FB BB Flux
7.26115691e+19,1.0216124,FB BB Flux
6.04435083e+19,1.0316184,FB BB Flux
6.07680614e+19,1.0416244,FB BB Flux
7.12268073e+19,1.0516304,FB BB Flux
6.28999224e+19,1.0616364,FB BB Flux
5.84540579e+19,1.0716424,FB BB Flux
5.76142073e+19,1.0816484,FB BB Flux
5.54834599e+19,1.0916544,FB BB Flux
5.4925915e+19,1.1016604,FB BB Flux
5.4346711e+19,1.1116664,FB BB Flux
5.27303807e+19,1.1216724,FB BB Flux
5.2842742e+19,1.1316785,FB BB Flux
5.12148954e+19,1.1416845,FB BB Flux
5.08092792e+19,1.1516905,FB BB Flux
5.05148195e+19,1.1616965,FB BB Flux
5.03504489e+19,1.1717025,FB BB Flux
5.03098792e+19,1.1817085,FB BB Flux
5.14518679e+19,1.1917145,FB BB Flux
5.16843809e+19,1.2017205,FB BB Flux
5.17569331e+19,1.2117265,FB BB Flux
5.19541148e+19,1.2217325,FB BB Flux
5.23318432e+19,1.2317385,FB BB Flux
5.24134306e+19,1.2417445,FB BB Flux
5.33961488e+19,1.2517505,FB BB Flux
5.34217252e+19,1.2617565,FB BB Flux
5.33502232e+19,1.2717625,FB BB Flux
5.41352146e+19,1.2817685,FB BB Flux
5.44165374e+19,1.2917745,FB BB Flux
5.51283814e+19,1.3017805,FB BB Flux
5.61587406e+19,1.3117865,FB BB Flux
5.77023826e+19,1.3217925,FB BB Flux
6.01939131e+19,1.3317985,FB BB Flux
6.24072429e+19,1.3418045,FB BB Flux
6.73309606e+19,1.3518105,FB BB Flux
5.91526141e+19,1.3618165,FB BB Flux
5.69340354e+19,1.3718225,FB BB Flux
5.64025009e+19,1.3818286,FB BB Flux
5.47513274e+19,1.3918346,FB BB Flux
5.43093751e+19,1.4018406,FB BB Flux
5.48994172e+19,1.4118466,FB BB Flux
5.31101529e+19,1.4218526,FB BB Flux
5.33842771e+19,1.4318586,FB BB Flux
5.38538766e+19,1.4418646,FB BB Flux
5.45932754e+19,1.4518706,FB BB Flux
5.52844692e+19,1.4618766,FB BB Flux
6.53660293e+19,1.4718826,FB BB Flux
5.49275825e+19,1.4818886,FB BB Flux
5.45734997e+19,1.4918946,FB BB Flux
5.48299363e+19,1.5019006,FB BB Flux
5.364686e+19,1.5119066,FB BB Flux
5.3030513e+19,1.5219126,FB BB Flux
5.32276133e+19,1.5319186,FB BB Flux
5.37645551e+19,1.5419246,FB BB Flux
5.31614095e+19,1.5519306,FB BB Flux
5.40486534e+19,1.5619366,FB BB Flux
5.36519104e+19,1.5719426,FB BB Flux
5.40217349e+19,1.5819486,FB BB Flux
5.49529483e+19,1.5919546,FB BB Flux
5.40038183e+19,1.6019606,FB BB Flux
5.34011938e+19,1.6119666,FB BB Flux
5.46194655e+19,1.6219726,FB BB Flux
5.27157817e+19,1.6319787,FB BB Flux
5.2583648e+19,1.6419847,FB BB Flux
5.24845542e+19,1.6519907,FB BB Flux
5.29022814e+19,1.6619967,FB BB Flux
5.24413279e+19,1.6720027,FB BB Flux
5.24068913e+19,1.6820087,FB BB Flux
5.22806678e+19,1.6920147,FB BB Flux
5.28825322e+19,1.7020207,FB BB Flux
5.2986076e+19,1.7120267,FB BB Flux
5.4792937e+19,1.7220327,FB BB Flux
5.50290598e+19,1.7320387,FB BB Flux
5.44900142e+19,1.7420447,FB BB Flux
5.56074888e+19,1.7520507,FB BB Flux
5.80688379e+19,1.7620567,FB BB Flux
5.72427437e+19,1.7720627,FB BB Flux
5.83810865e+19,1.7820687,FB BB Flux
6.00522671e+19,1.7920747,FB BB Flux
6.23092721e+19,1.8020807,FB BB Flux
6.51779528e+19,1.8120867,FB BB Flux
6.90473562e+19,1.8220927,FB BB Flux
7.4882661e+19,1.8320987,FB BB Flux
8.41691236e+19,1.8421047,FB BB Flux
9.15359599e+19,1.8521107,FB BB Flux
1.10764206e+20,1.8621167,FB BB Flux
7.91001776e+19,1.8721227,FB BB Flux
6.91871592e+19,1.8821288,FB BB Flux
6.39144447e+19,1.8921348,FB BB Flux
6.06653608e+19,1.9021408,FB BB Flux
5.81267916e+19,1.9121468,FB BB Flux
5.62687192e+19,1.9221528,FB BB Flux
5.53538273e+19,1.9321588,FB BB Flux
5.47183349e+19,1.9421648,FB BB Flux
5.49356233e+19,1.9521708,FB BB Flux
5.44324423e+19,1.9621768,FB BB Flux
5.37944091e+19,1.9721828,FB BB Flux
5.35216391e+19,1.9821888,FB BB Flux
5.62107596e+19,1.9921948,FB BB Flux
8.1810628e+19,2.0022008,FB BB Flux
5.4118345e+19,2.0122068,FB BB Flux
5.3149107e+19,2.0222128,FB BB Flux
5.28899964e+19,2.0322188,FB BB Flux
5.28538202e+19,2.0422248,FB BB Flux
5.23551835e+19,2.0522308,FB BB Flux
5.07145896e+19,2.0622368,FB BB Flux
5.01080567e+19,2.0722428,FB BB Flux
4.99527829e+19,2.0822488,FB BB Flux
4.96654083e+19,2.0922548,FB BB Flux
4.94792277e+19,2.1022608,FB BB Flux
4.94131372e+19,2.1122668,FB BB Flux
4.93532568e+19,2.1222728,FB BB Flux
4.93074421e+19,2.1322789,FB BB Flux
4.92215876e+19,2.1422849,FB BB Flux
4.91234362e+19,2.1522909,FB BB Flux
4.91058141e+19,2.1622969,FB BB Flux
4.92095759e+19,2.1723029,FB BB Flux
4.91009864e+19,2.1823089,FB BB Flux
4.87926589e+19,2.1923149,FB BB Flux
4.85982563e+19,2.2023209,FB BB Flux
4.83995332e+19,2.2123269,FB BB Flux
4.8247038e+19,2.2223329,FB BB Flux
4.81368044e+19,2.2323389,FB BB Flux
4.80356699e+19,2.2423449,FB BB Flux
4.79377387e+19,2.2523509,FB BB Flux
4.78623767e+19,2.2623569,FB BB Flux
4.78104895e+19,2.2723629,FB BB Flux
4.7789489e+19,2.2823689,FB BB Flux
4.7804251e+19,2.2923749,FB BB Flux
4.78624228e+19,2.3023809,FB BB Flux
4.79798101e+19,2.3123869,FB BB Flux
4.81799967e+19,2.3223929,FB BB Flux
4.84820195e+19,2.3323989,FB BB Flux
4.8909767e+19,2.3424049,FB BB Flux
4.95163906e+19,2.3524109,FB BB Flux
5.02584791e+19,2.3624169,FB BB Flux
5.1260407e+19,2.3724229,FB BB Flux
5.26636348e+19,2.382429,FB BB Flux
5.43283458e+19,2.392435,FB BB Flux
5.65387292e+19,2.402441,FB BB Flux
5.9888951e+19,2.412447,FB BB Flux
6.67826371e+19,2.422453,FB BB Flux
7.53266621e+19,2.432459,FB BB Flux
8.32841977e+19,2.442465,FB BB Flux
1.07694884e+20,2.452471,FB BB Flux
7.5285385e+19,2.462477,FB BB Flux
6.31319366e+19,2.472483,FB BB Flux
5.68955601e+19,2.482489,FB BB Flux
5.31249334e+19,2.492495,FB BB Flux
5.06108889e+19,2.502501,FB BB Flux
4.88368992e+19,2.512507,FB BB Flux
4.76108583e+19,2.522513,FB BB Flux
4.69716741e+19,2.532519,FB BB Flux
4.62979432e+19,2.542525,FB BB Flux
4.56036462e+19,2.552531,FB BB Flux
4.50430357e+19,2.562537,FB BB Flux
4.45821175e+19,2.572543,FB BB Flux
4.40774708e+19,2.582549,FB BB Flux
4.37004703e+19,2.592555,FB BB Flux
4.44494839e+19,2.602561,FB BB Flux
8.39271073e+19,2.612567,FB BB Flux
4.38239488e+19,2.622573,FB BB Flux
4.26206815e+19,2.6325791,FB BB Flux
4.23929108e+19,2.6425851,FB BB Flux
4.2231374e+19,2.6525911,FB BB Flux
4.19585622e+19,2.6625971,FB BB Flux
4.17190362e+19,2.6726031,FB BB Flux
4.14957992e+19,2.6826091,FB BB Flux
4.10488178e+19,2.6926151,FB BB Flux
4.04127172e+19,2.7026211,FB BB Flux
4.00677266e+19,2.7126271,FB BB Flux
3.98270933e+19,2.7226331,FB BB Flux
3.96317807e+19,2.7326391,FB BB Flux
3.94578825e+19,2.7426451,FB BB Flux
3.93026825e+19,2.7526511,FB BB Flux
3.9155581e+19,2.7626571,FB BB Flux
3.90215727e+19,2.7726631,FB BB Flux
3.88907111e+19,2.7826691,FB BB Flux
3.87600226e+19,2.7926751,FB BB Flux
3.86326013e+19,2.8026811,FB BB Flux
3.8507442e+19,2.8126871,FB BB Flux
3.83879363e+19,2.8226931,FB BB Flux
3.82558299e+19,2.8326991,FB BB Flux
3.81226573e+19,2.8427051,FB BB Flux
3.80320499e+19,2.8527111,FB BB Flux
3.79893409e+19,2.8627171,FB BB Flux
3.79518525e+19,2.8727231,FB BB Flux
3.77191305e+19,2.8827292,FB BB Flux
3.74597964e+19,2.8927352,FB BB Flux
3.72292075e+19,2.9027412,FB BB Flux
3.70175464e+19,2.9127472,FB BB Flux
3.68255463e+19,2.9227532,FB BB Flux
3.66544524e+19,2.9327592,FB BB Flux
3.64792992e+19,2.9427652,FB BB Flux
3.6302524e+19,2.9527712,FB BB Flux
3.61328878e+19,2.9627772,FB BB Flux
3.59744201e+19,2.9727832,FB BB Flux
3.58331249e+19,2.9827892,FB BB Flux
3.57119523e+19,2.9927952,FB BB Flux
3.56184805e+19,3.0028012,FB BB Flux
3.5553585e+19,3.0128072,FB BB Flux
3.55277218e+19,3.0228132,FB BB Flux
3.55446433e+19,3.0328192,FB BB Flux
3.56111907e+19,3.0428252,FB BB Flux
3.57213529e+19,3.0528312,FB BB Flux
3.58509578e+19,3.0628372,FB BB Flux
3.60723059e+19,3.0728432,FB BB Flux
3.6511744e+19,3.0828492,FB BB Flux
3.73503727e+19,3.0928552,FB BB Flux
3.88707646e+19,3.1028612,FB BB Flux
4.12056439e+19,3.1128672,FB BB Flux
4.43038462e+19,3.1228732,FB BB Flux
4.16939569e+19,3.1328793,FB BB Flux
3.72841735e+19,3.1428853,FB BB Flux
3.51760692e+19,3.1528913,FB BB Flux
3.39482823e+19,3.1628973,FB BB Flux
3.31208738e+19,3.1729033,FB BB Flux
3.25061175e+19,3.1829093,FB BB Flux
3.25133323e+19,3.1929153,FB BB Flux
3.20915375e+19,3.2029213,FB BB Flux
3.17250785e+19,3.2129273,FB BB Flux
3.14023175e+19,3.2229333,FB BB Flux
3.11267851e+19,3.2329393,FB BB Flux
3.0912409e+19,3.2429453,FB BB Flux
3.06490796e+19,3.2529513,FB BB Flux
3.03887678e+19,3.2629573,FB BB Flux
3.01414652e+19,3.2729633,FB BB Flux
2.9894776e+19,3.2829693,FB BB Flux
2.97158226e+19,3.2929753,FB BB Flux
3.10163271e+19,3.3029813,FB BB Flux
2.96109022e+19,3.3129873,FB BB Flux
2.90363188e+19,3.3229933,FB BB Flux
2.88141887e+19,3.3329993,FB BB Flux
2.86120052e+19,3.3430053,FB BB Flux
2.84084609e+19,3.3530113,FB BB Flux
2.82108638e+19,3.3630173,FB BB Flux
2.797696e+19,3.3730233,FB BB Flux
2.7722396e+19,3.3830294,FB BB Flux
2.75128708e+19,3.3930354,FB BB Flux
2.73216964e+19,3.4030414,FB BB Flux
2.71391902e+19,3.4130474,FB BB Flux
2.69628781e+19,3.4230534,FB BB Flux
2.67909988e+19,3.4330594,FB BB Flux
2.66231503e+19,3.4430654,FB BB Flux
2.64580394e+19,3.4530714,FB BB Flux
2.62956622e+19,3.4630774,FB BB Flux
2.61343802e+19,3.4730834,FB BB Flux
2.5974626e+19,3.4830894,FB BB Flux
2.58170325e+19,3.4930954,FB BB Flux
2.56611856e+19,3.5031014,FB BB Flux
2.55086283e+19,3.5131074,FB BB Flux
2.5358729e+19,3.5231134,FB BB Flux
2.52106363e+19,3.5331194,FB BB Flux
2.50645482e+19,3.5431254,FB BB Flux
2.49196302e+19,3.5531314,FB BB Flux
2.47764916e+19,3.5631374,FB BB Flux
2.46362822e+19,3.5731434,FB BB Flux
2.44985956e+19,3.5831494,FB BB Flux
2.43636657e+19,3.5931554,FB BB Flux
2.42323504e+19,3.6031614,FB BB Flux
2.41065131e+19,3.6131674,FB BB Flux
2.39821344e+19,3.6231734,FB BB Flux
2.38553744e+19,3.6331795,FB BB Flux
2.37362131e+19,3.6431855,FB BB Flux
2.36249278e+19,3.6531915,FB BB Flux
2.35177467e+19,3.6631975,FB BB Flux
2.34003727e+19,3.6732035,FB BB Flux
2.32656513e+19,3.6832095,FB BB Flux
2.31396489e+19,3.6932155,FB BB Flux
2.30254103e+19,3.7032215,FB BB Flux
2.29209649e+19,3.7132275,FB BB Flux
2.28271838e+19,3.7232335,FB BB Flux
2.27459589e+19,3.7332395,FB BB Flux
2.26843351e+19,3.7432455,FB BB Flux
2.26456947e+19,3.7532515,FB BB Flux
2.26345328e+19,3.7632575,FB BB Flux
2.26594482e+19,3.7732635,FB BB Flux
2.27243e+19,3.7832695,FB BB Flux
2.28286233e+19,3.7932755,FB BB Flux
2.29623886e+19,3.8032815,FB BB Flux
2.30753532e+19,3.8132875,FB BB Flux
2.31451252e+19,3.8232935,FB BB Flux
2.33129699e+19,3.8332995,FB BB Flux
2.3759763e+19,3.8433055,FB BB Flux
2.46942759e+19,3.8533115,FB BB Flux
2.64621977e+19,3.8633175,FB BB Flux
2.95436101e+19,3.8733235,FB BB Flux
3.33295098e+19,3.8833296,FB BB Flux
2.68087965e+19,3.8933356,FB BB Flux
2.38883602e+19,3.9033416,FB BB Flux
2.24502944e+19,3.9133476,FB BB Flux
2.15738586e+19,3.9233536,FB BB Flux
2.09722343e+19,3.9333596,FB BB Flux
2.05201919e+19,3.9433656,FB BB Flux
2.01557163e+19,3.9533716,FB BB Flux
1.9847571e+19,3.9633776,FB BB Flux
1.95827054e+19,3.9733836,FB BB Flux
1.93487581e+19,3.9833896,FB BB Flux
1.91313757e+19,3.9933956,FB BB Flux
1.89309058e+19,4.0034016,FB BB Flux
1.87448573e+19,4.0134076,FB BB Flux
1.85737463e+19,4.0234136,FB BB Flux
1.84002804e+19,4.0334196,FB BB Flux
1.82285412e+19,4.0434256,FB BB Flux
1.80625716e+19,4.0534316,FB BB Flux
1.79036377e+19,4.0634376,FB BB Flux
1.7841086e+19,4.0734436,FB BB Flux
1.9195685e+19,4.0834496,FB BB Flux
1.74883156e+19,4.0934556,FB BB Flux
1.73162083e+19,4.1034616,FB BB Flux
1.71801487e+19,4.1134676,FB BB Flux
1.70450502e+19,4.1234736,FB BB Flux
1.69120759e+19,4.1334797,FB BB Flux
1.67643903e+19,4.1434857,FB BB Flux
1.6621641e+19,4.1534917,FB BB Flux
1.64847351e+19,4.1634977,FB BB Flux
1.63522894e+19,4.1735037,FB BB Flux
1.62217378e+19,4.1835097,FB BB Flux
1.60905119e+19,4.1935157,FB BB Flux
1.59658947e+19,4.2035217,FB BB Flux
1.58454255e+19,4.2135277,FB BB Flux
1.5729026e+19,4.2235337,FB BB Flux
1.56152321e+19,4.2335397,FB BB Flux
1.55055941e+19,4.2435457,FB BB Flux
1.53957851e+19,4.2535517,FB BB Flux
1.52910141e+19,4.2635577,FB BB Flux
1.51877238e+19,4.2735637,FB BB Flux
1.5086766e+19,4.2835697,FB BB Flux
1.49876495e+19,4.2935757,FB BB Flux
1.48904796e+19,4.3035817,FB BB Flux
1.47949266e+19,4.3135877,FB BB Flux
1.47002769e+19,4.3235937,FB BB Flux
1.46069728e+19,4.3335997,FB BB Flux
1.45156172e+19,4.3436057,FB BB Flux
1.4426168e+19,4.3536117,FB BB Flux
1.43378879e+19,4.3636177,FB BB Flux
1.42507338e+19,4.3736237,FB BB Flux
1.41641843e+19,4.3836298,FB BB Flux
1.40795839e+19,4.3936358,FB BB Flux
1.39965575e+19,4.4036418,FB BB Flux
1.39147906e+19,4.4136478,FB BB Flux
1.38338858e+19,4.4236538,FB BB Flux
1.37529633e+19,4.4336598,FB BB Flux
1.36729325e+19,4.4436658,FB BB Flux
1.3593825e+19,4.4536718,FB BB Flux
1.35171444e+19,4.4636778,FB BB Flux
1.34429247e+19,4.4736838,FB BB Flux
1.33699131e+19,4.4836898,FB BB Flux
1.32978024e+19,4.4936958,FB BB Flux
1.32259796e+19,4.5037018,FB BB Flux
1.31529068e+19,4.5137078,FB BB Flux
1.30780462e+19,4.5237138,FB BB Flux
1.30050278e+19,4.5337198,FB BB Flux
1.29356956e+19,4.5437258,FB BB Flux
1.28673004e+19,4.5537318,FB BB Flux
1.27885404e+19,4.5637378,FB BB Flux
1.26982931e+19,4.5737438,FB BB Flux
1.26034857e+19,4.5837498,FB BB Flux
1.25100051e+19,4.5937558,FB BB Flux
1.24195816e+19,4.6037618,FB BB Flux
1.23291674e+19,4.6137678,FB BB Flux
1.2239054e+19,4.6237738,FB BB Flux
1.21491904e+19,4.6337799,FB BB Flux
1.20608493e+19,4.6437859,FB BB Flux
1.19732488e+19,4.6537919,FB BB Flux
