diffFlux,Energy,type
3.73047954e+17,10.847508,FB BB Flux
3.70257633e+17,10.857514,FB BB Flux
3.67479828e+17,10.86752,FB BB Flux
3.64715976e+17,10.877526,FB BB Flux
3.61980849e+17,10.887532,FB BB Flux
3.59291932e+17,10.897538,FB BB Flux
3.56589503e+17,10.907544,FB BB Flux
3.5392358e+17,10.91755,FB BB Flux
3.51273759e+17,10.927556,FB BB Flux
3.48636452e+17,10.937562,FB BB Flux
3.46025065e+17,10.947568,FB BB Flux
3.43424373e+17,10.957574,FB BB Flux
3.40854657e+17,10.96758,FB BB Flux
3.3830675e+17,10.977586,FB BB Flux
3.35766978e+17,10.987592,FB BB Flux
3.33243941e+17,10.997598,FB BB Flux
3.30746489e+17,11.007604,FB BB Flux
3.28269143e+17,11.01761,FB BB Flux
3.25814471e+17,11.027616,FB BB Flux
3.23365061e+17,11.037622,FB BB Flux
3.20949049e+17,11.047628,FB BB Flux
3.18544493e+17,11.057634,FB BB Flux
3.16146606e+17,11.06764,FB BB Flux
3.13778055e+17,11.077646,FB BB Flux
3.1143046e+17,11.087652,FB BB Flux
3.09102646e+17,11.097658,FB BB Flux
3.06788797e+17,11.107664,FB BB Flux
3.04488625e+17,11.11767,FB BB Flux
3.02205675e+17,11.127676,FB BB Flux
2.99937968e+17,11.137682,FB BB Flux
2.97683125e+17,11.147688,FB BB Flux
2.95447432e+17,11.157694,FB BB Flux
2.93240138e+17,11.1677,FB BB Flux
2.91044173e+17,11.177706,FB BB Flux
2.88855783e+17,11.187712,FB BB Flux
2.86693535e+17,11.197718,FB BB Flux
2.84546586e+17,11.207724,FB BB Flux
2.82420008e+17,11.21773,FB BB Flux
2.8028051e+17,11.227736,FB BB Flux
2.78170117e+17,11.237742,FB BB Flux
2.76094836e+17,11.247748,FB BB Flux
2.74016078e+17,11.257755,FB BB Flux
2.71967293e+17,11.267761,FB BB Flux
2.69919772e+17,11.277767,FB BB Flux
2.67900196e+17,11.287773,FB BB Flux
2.65900329e+17,11.297779,FB BB Flux
2.63893439e+17,11.307785,FB BB Flux
2.61915498e+17,11.317791,FB BB Flux
2.59933172e+17,11.327797,FB BB Flux
2.57987416e+17,11.337803,FB BB Flux
2.56053903e+17,11.347809,FB BB Flux
2.54132953e+17,11.357815,FB BB Flux
2.52224152e+17,11.367821,FB BB Flux
2.50330126e+17,11.377827,FB BB Flux
2.48451501e+17,11.387833,FB BB Flux
2.46583586e+17,11.397839,FB BB Flux
2.44728533e+17,11.407845,FB BB Flux
2.42882212e+17,11.417851,FB BB Flux
2.40993054e+17,11.427857,FB BB Flux
2.39170908e+17,11.437863,FB BB Flux
2.37371578e+17,11.447869,FB BB Flux
2.35561369e+17,11.457875,FB BB Flux
2.33782706e+17,11.467881,FB BB Flux
2.32040877e+17,11.477887,FB BB Flux
2.30311066e+17,11.487893,FB BB Flux
2.28577439e+17,11.497899,FB BB Flux
2.2687016e+17,11.507905,FB BB Flux
2.25162665e+17,11.517911,FB BB Flux
2.23469573e+17,11.527917,FB BB Flux
2.21795548e+17,11.537923,FB BB Flux
2.20117028e+17,11.547929,FB BB Flux
2.18459198e+17,11.557935,FB BB Flux
2.16830446e+17,11.567941,FB BB Flux
2.15214668e+17,11.577947,FB BB Flux
2.13606705e+17,11.587953,FB BB Flux
2.1200574e+17,11.597959,FB BB Flux
2.10416763e+17,11.607965,FB BB Flux
2.08846133e+17,11.617971,FB BB Flux
2.07285808e+17,11.627977,FB BB Flux
2.05732554e+17,11.637983,FB BB Flux
2.0419185e+17,11.647989,FB BB Flux
2.02671072e+17,11.657995,FB BB Flux
2.01157935e+17,11.668001,FB BB Flux
1.99650272e+17,11.678007,FB BB Flux
1.98160394e+17,11.688013,FB BB Flux
1.96679428e+17,11.698019,FB BB Flux
1.9520178e+17,11.708025,FB BB Flux
1.93744077e+17,11.718031,FB BB Flux
1.92294752e+17,11.728037,FB BB Flux
1.90855818e+17,11.738043,FB BB Flux
1.89428454e+17,11.748049,FB BB Flux
1.88013575e+17,11.758055,FB BB Flux
1.86604547e+17,11.768061,FB BB Flux
1.852128e+17,11.778067,FB BB Flux
1.83829286e+17,11.788073,FB BB Flux
1.82447495e+17,11.798079,FB BB Flux
1.81045979e+17,11.808085,FB BB Flux
1.79688055e+17,11.818091,FB BB Flux
1.78339189e+17,11.828097,FB BB Flux
1.7701035e+17,11.838103,FB BB Flux
1.75682169e+17,11.848109,FB BB Flux
1.74368664e+17,11.858115,FB BB Flux
1.73066069e+17,11.868121,FB BB Flux
1.71773057e+17,11.878127,FB BB Flux
1.70489534e+17,11.888133,FB BB Flux
1.6921312e+17,11.898139,FB BB Flux
1.67946923e+17,11.908145,FB BB Flux
1.66691457e+17,11.918151,FB BB Flux
1.65443637e+17,11.928157,FB BB Flux
1.6420494e+17,11.938163,FB BB Flux
1.62976476e+17,11.948169,FB BB Flux
1.61761692e+17,11.958175,FB BB Flux
1.60550415e+17,11.968181,FB BB Flux
1.59351189e+17,11.978187,FB BB Flux
1.58159107e+17,11.988193,FB BB Flux
1.56972217e+17,11.998199,FB BB Flux
1.55800699e+17,12.008205,FB BB Flux
1.54638499e+17,12.018211,FB BB Flux
1.53482157e+17,12.028217,FB BB Flux
1.52330639e+17,12.038223,FB BB Flux
1.51185336e+17,12.048229,FB BB Flux
1.50053721e+17,12.058235,FB BB Flux
1.48911331e+17,12.068241,FB BB Flux
1.47788586e+17,12.078247,FB BB Flux
1.46677246e+17,12.088253,FB BB Flux
1.45576333e+17,12.098259,FB BB Flux
1.44486591e+17,12.108265,FB BB Flux
1.43404714e+17,12.118271,FB BB Flux
1.42327134e+17,12.128277,FB BB Flux
1.4126497e+17,12.138283,FB BB Flux
1.40203492e+17,12.148289,FB BB Flux
1.3914956e+17,12.158295,FB BB Flux
1.3810365e+17,12.168301,FB BB Flux
1.37060889e+17,12.178307,FB BB Flux
1.36032346e+17,12.188313,FB BB Flux
1.35009559e+17,12.198319,FB BB Flux
1.33987137e+17,12.208325,FB BB Flux
1.32989039e+17,12.218331,FB BB Flux
1.32003663e+17,12.228337,FB BB Flux
1.3100848e+17,12.238343,FB BB Flux
1.30028778e+17,12.248349,FB BB Flux
1.29063453e+17,12.258355,FB BB Flux
1.28086217e+17,12.268361,FB BB Flux
1.27138244e+17,12.278367,FB BB Flux
1.26179156e+17,12.288373,FB BB Flux
1.25235556e+17,12.298379,FB BB Flux
1.24286172e+17,12.308385,FB BB Flux
1.23360193e+17,12.318391,FB BB Flux
1.22433438e+17,12.328397,FB BB Flux
1.21512951e+17,12.338403,FB BB Flux
1.20606975e+17,12.348409,FB BB Flux
1.19696974e+17,12.358415,FB BB Flux
1.18807079e+17,12.368421,FB BB Flux
1.17909764e+17,12.378427,FB BB Flux
1.17029948e+17,12.388433,FB BB Flux
1.16157459e+17,12.398439,FB BB Flux
1.15282112e+17,12.408445,FB BB Flux
1.14411272e+17,12.418451,FB BB Flux
1.13557137e+17,12.428457,FB BB Flux
1.12705109e+17,12.438463,FB BB Flux
1.11863549e+17,12.448469,FB BB Flux
1.11027167e+17,12.458475,FB BB Flux
1.10195347e+17,12.468481,FB BB Flux
1.09369479e+17,12.478487,FB BB Flux
1.08549755e+17,12.488493,FB BB Flux
1.07728037e+17,12.498499,FB BB Flux
1.06910934e+17,12.508505,FB BB Flux
1.06108298e+17,12.518511,FB BB Flux
1.05317948e+17,12.528517,FB BB Flux
1.045325e+17,12.538523,FB BB Flux
1.03743545e+17,12.548529,FB BB Flux
1.02959898e+17,12.558535,FB BB Flux
1.02200005e+17,12.568541,FB BB Flux
1.0143283e+17,12.578547,FB BB Flux
1.00676995e+17,12.588553,FB BB Flux
9.99139386e+16,12.598559,FB BB Flux
9.91646702e+16,12.608565,FB BB Flux
9.84288342e+16,12.618571,FB BB Flux
9.7689003e+16,12.628577,FB BB Flux
9.69576976e+16,12.638583,FB BB Flux
9.62261252e+16,12.648589,FB BB Flux
9.55062993e+16,12.658595,FB BB Flux
9.47934557e+16,12.668601,FB BB Flux
9.40878513e+16,12.678607,FB BB Flux
9.33742195e+16,12.688613,FB BB Flux
9.26792133e+16,12.698619,FB BB Flux
9.19889138e+16,12.708625,FB BB Flux
9.130369e+16,12.718631,FB BB Flux
9.06215319e+16,12.728637,FB BB Flux
8.99375545e+16,12.738643,FB BB Flux
8.92576638e+16,12.748649,FB BB Flux
8.8588472e+16,12.758655,FB BB Flux
8.79240852e+16,12.768661,FB BB Flux
8.72663531e+16,12.778667,FB BB Flux
8.66147902e+16,12.788673,FB BB Flux
8.59683002e+16,12.798679,FB BB Flux
8.53172879e+16,12.808685,FB BB Flux
8.46759635e+16,12.818691,FB BB Flux
8.40368917e+16,12.828697,FB BB Flux
8.33770811e+16,12.838703,FB BB Flux
8.27507456e+16,12.848709,FB BB Flux
8.21348501e+16,12.858715,FB BB Flux
8.15152626e+16,12.868721,FB BB Flux
8.09105607e+16,12.878727,FB BB Flux
8.03093423e+16,12.888733,FB BB Flux
7.97003457e+16,12.898739,FB BB Flux
7.91078918e+16,12.908745,FB BB Flux
7.851916e+16,12.918751,FB BB Flux
7.79334279e+16,12.928757,FB BB Flux
7.73516426e+16,12.938763,FB BB Flux
7.67675987e+16,12.948769,FB BB Flux
7.61914059e+16,12.958775,FB BB Flux
7.56222755e+16,12.968781,FB BB Flux
7.50611098e+16,12.978787,FB BB Flux
7.45061907e+16,12.988793,FB BB Flux
7.39489885e+16,12.998799,FB BB Flux
7.33961815e+16,13.008805,FB BB Flux
7.28474817e+16,13.018811,FB BB Flux
7.23014953e+16,13.028817,FB BB Flux
7.17641721e+16,13.038823,FB BB Flux
7.12247078e+16,13.048829,FB BB Flux
7.06872383e+16,13.058835,FB BB Flux
7.01575459e+16,13.068841,FB BB Flux
6.96363636e+16,13.078847,FB BB Flux
6.91197709e+16,13.088853,FB BB Flux
6.85993215e+16,13.098859,FB BB Flux
6.80888815e+16,13.108865,FB BB Flux
6.75825791e+16,13.118871,FB BB Flux
6.70753644e+16,13.128877,FB BB Flux
6.65702876e+16,13.138883,FB BB Flux
6.60732843e+16,13.148889,FB BB Flux
6.55796881e+16,13.158895,FB BB Flux
6.50889748e+16,13.168901,FB BB Flux
6.46016156e+16,13.178907,FB BB Flux
6.41174098e+16,13.188913,FB BB Flux
6.36326887e+16,13.198919,FB BB Flux
6.31477298e+16,13.208925,FB BB Flux
6.26723104e+16,13.218931,FB BB Flux
6.2200577e+16,13.228937,FB BB Flux
6.17342535e+16,13.238943,FB BB Flux
6.12732654e+16,13.248949,FB BB Flux
6.08184751e+16,13.258955,FB BB Flux
6.03603687e+16,13.268961,FB BB Flux
5.99098413e+16,13.278967,FB BB Flux
5.94602323e+16,13.288973,FB BB Flux
5.90107833e+16,13.298979,FB BB Flux
5.8566948e+16,13.308985,FB BB Flux
5.81270375e+16,13.318991,FB BB Flux
5.7691478e+16,13.328997,FB BB Flux
5.72597565e+16,13.339003,FB BB Flux
5.68313611e+16,13.349009,FB BB Flux
5.64058582e+16,13.359015,FB BB Flux
5.59836977e+16,13.369021,FB BB Flux
5.55648112e+16,13.379027,FB BB Flux
5.51481435e+16,13.389033,FB BB Flux
5.47346946e+16,13.399039,FB BB Flux
5.4326629e+16,13.409045,FB BB Flux
5.3922897e+16,13.419051,FB BB Flux
5.35169911e+16,13.429057,FB BB Flux
5.31176675e+16,13.439063,FB BB Flux
5.27209436e+16,13.449069,FB BB Flux
5.2326511e+16,13.459075,FB BB Flux
5.19493229e+16,13.469081,FB BB Flux
5.1592727e+16,13.479087,FB BB Flux
5.12480887e+16,13.489093,FB BB Flux
5.07688641e+16,13.499099,FB BB Flux
5.03468466e+16,13.509105,FB BB Flux
4.99624763e+16,13.519111,FB BB Flux
4.95908746e+16,13.529117,FB BB Flux
4.9224131e+16,13.539123,FB BB Flux
4.88596297e+16,13.549129,FB BB Flux
4.84935484e+16,13.559135,FB BB Flux
4.81287712e+16,13.569141,FB BB Flux
4.77669843e+16,13.579147,FB BB Flux
4.74110125e+16,13.589153,FB BB Flux
4.70556684e+16,13.599159,FB BB Flux
4.67029587e+16,13.609165,FB BB Flux
4.63555476e+16,13.619171,FB BB Flux
4.60073373e+16,13.629177,FB BB Flux
4.56606277e+16,13.639183,FB BB Flux
4.5319343e+16,13.649189,FB BB Flux
4.49801298e+16,13.659195,FB BB Flux
4.46436733e+16,13.669201,FB BB Flux
4.43092093e+16,13.679207,FB BB Flux
4.39766758e+16,13.689213,FB BB Flux
4.36368492e+16,13.699219,FB BB Flux
4.33117584e+16,13.709225,FB BB Flux
4.29899012e+16,13.719231,FB BB Flux
4.26650806e+16,13.729237,FB BB Flux
4.23443498e+16,13.739243,FB BB Flux
4.20278631e+16,13.749249,FB BB Flux
4.17066685e+16,13.759256,FB BB Flux
4.13906002e+16,13.769262,FB BB Flux
4.10800577e+16,13.779268,FB BB Flux
4.07718798e+16,13.789274,FB BB Flux
4.04682893e+16,13.79928,FB BB Flux
4.01657315e+16,13.809286,FB BB Flux
3.98666128e+16,13.819292,FB BB Flux
3.95676385e+16,13.829298,FB BB Flux
3.9272096e+16,13.839304,FB BB Flux
3.89776696e+16,13.84931,FB BB Flux
3.86875955e+16,13.859316,FB BB Flux
3.84001027e+16,13.869322,FB BB Flux
3.81118862e+16,13.879328,FB BB Flux
3.78243944e+16,13.889334,FB BB Flux
3.7541884e+16,13.89934,FB BB Flux
3.72515957e+16,13.909346,FB BB Flux
3.69630636e+16,13.919352,FB BB Flux
3.66830354e+16,13.929358,FB BB Flux
3.64094964e+16,13.939364,FB BB Flux
3.61371249e+16,13.94937,FB BB Flux
3.5866795e+16,13.959376,FB BB Flux
3.56004271e+16,13.969382,FB BB Flux
3.53356896e+16,13.979388,FB BB Flux
3.50704778e+16,13.989394,FB BB Flux
3.48079447e+16,13.9994,FB BB Flux
3.4549079e+16,14.009406,FB BB Flux
3.42911263e+16,14.019412,FB BB Flux
3.40333027e+16,14.029418,FB BB Flux
3.37781741e+16,14.039424,FB BB Flux
3.3525519e+16,14.04943,FB BB Flux
3.32756541e+16,14.059436,FB BB Flux
3.30265357e+16,14.069442,FB BB Flux
3.27784974e+16,14.079448,FB BB Flux
3.25325183e+16,14.089454,FB BB Flux
3.22909836e+16,14.09946,FB BB Flux
3.20509166e+16,14.109466,FB BB Flux
3.1811339e+16,14.119472,FB BB Flux
3.15715975e+16,14.129478,FB BB Flux
3.13129177e+16,14.139484,FB BB Flux
3.10172123e+16,14.14949,FB BB Flux
3.07567461e+16,14.159496,FB BB Flux
3.05203617e+16,14.169502,FB BB Flux
3.02871971e+16,14.179508,FB BB Flux
3.00600836e+16,14.189514,FB BB Flux
2.98344195e+16,14.19952,FB BB Flux
2.96105204e+16,14.209526,FB BB Flux
2.9388916e+16,14.219532,FB BB Flux
2.91695606e+16,14.229538,FB BB Flux
2.89510589e+16,14.239544,FB BB Flux
2.87349295e+16,14.24955,FB BB Flux
2.85208695e+16,14.259556,FB BB Flux
2.83081045e+16,14.269562,FB BB Flux
2.80960706e+16,14.279568,FB BB Flux
2.78847554e+16,14.289574,FB BB Flux
2.76752558e+16,14.29958,FB BB Flux
2.74671676e+16,14.309586,FB BB Flux
2.72605284e+16,14.319592,FB BB Flux
2.70562406e+16,14.329598,FB BB Flux
2.68546065e+16,14.339604,FB BB Flux
2.66545443e+16,14.34961,FB BB Flux
2.6454685e+16,14.359616,FB BB Flux
2.62553508e+16,14.369622,FB BB Flux
2.60583513e+16,14.379628,FB BB Flux
2.58633793e+16,14.389634,FB BB Flux
2.56698272e+16,14.39964,FB BB Flux
2.54782834e+16,14.409646,FB BB Flux
2.5288488e+16,14.419652,FB BB Flux
2.50987416e+16,14.429658,FB BB Flux
2.49098431e+16,14.439664,FB BB Flux
2.47242862e+16,14.44967,FB BB Flux
2.45402047e+16,14.459676,FB BB Flux
2.4356396e+16,14.469682,FB BB Flux
2.4174188e+16,14.479688,FB BB Flux
2.39934703e+16,14.489694,FB BB Flux
2.38139793e+16,14.4997,FB BB Flux
2.36358639e+16,14.509706,FB BB Flux
2.3459511e+16,14.519712,FB BB Flux
2.32839096e+16,14.529718,FB BB Flux
2.31100455e+16,14.539724,FB BB Flux
2.29375513e+16,14.54973,FB BB Flux
2.27664167e+16,14.559736,FB BB Flux
2.25971174e+16,14.569742,FB BB Flux
2.24280477e+16,14.579748,FB BB Flux
2.22600127e+16,14.589754,FB BB Flux
2.20941707e+16,14.59976,FB BB Flux
2.19295902e+16,14.609766,FB BB Flux
2.17657588e+16,14.619772,FB BB Flux
2.1602662e+16,14.629778,FB BB Flux
2.14402072e+16,14.639784,FB BB Flux
2.12791665e+16,14.64979,FB BB Flux
2.11196083e+16,14.659796,FB BB Flux
2.09618908e+16,14.669802,FB BB Flux
2.08067775e+16,14.679808,FB BB Flux
2.06523546e+16,14.689814,FB BB Flux
2.0495918e+16,14.69982,FB BB Flux
2.03322361e+16,14.709826,FB BB Flux
2.01748959e+16,14.719832,FB BB Flux
2.0022296e+16,14.729838,FB BB Flux
1.98746492e+16,14.739844,FB BB Flux
1.97285233e+16,14.74985,FB BB Flux
1.9581746e+16,14.759856,FB BB Flux
1.94355139e+16,14.769862,FB BB Flux
1.92902796e+16,14.779868,FB BB Flux
1.9146636e+16,14.789874,FB BB Flux
1.90040919e+16,14.79988,FB BB Flux
1.88625204e+16,14.809886,FB BB Flux
1.87216984e+16,14.819892,FB BB Flux
1.85824246e+16,14.829898,FB BB Flux
1.84440575e+16,14.839904,FB BB Flux
1.83070741e+16,14.84991,FB BB Flux
1.81710224e+16,14.859916,FB BB Flux
1.80363283e+16,14.869922,FB BB Flux
1.79021887e+16,14.879928,FB BB Flux
1.77685624e+16,14.889934,FB BB Flux
1.76364198e+16,14.89994,FB BB Flux
1.75054676e+16,14.909946,FB BB Flux
1.73751743e+16,14.919952,FB BB Flux
1.72462432e+16,14.929958,FB BB Flux
1.71180057e+16,14.939964,FB BB Flux
1.69905802e+16,14.94997,FB BB Flux
1.68639863e+16,14.959976,FB BB Flux
1.67382312e+16,14.969982,FB BB Flux
1.66133185e+16,14.979988,FB BB Flux
1.64894766e+16,14.989994,FB BB Flux
1.63667211e+16,15,FB BB Flux
2.07622576e+09,0.001,Compton Flux
2.74747392e+12,0.011006004,Compton Flux
1.89764192e+13,0.021012008,Compton Flux
6.0592317e+13,0.031018012,Compton Flux
1.39139812e+14,0.041024016,Compton Flux
2.65810721e+14,0.05103002,Compton Flux
4.51449915e+14,0.061036024,Compton Flux
7.06561155e+14,0.071042028,Compton Flux
1.04131288e+15,0.081048032,Compton Flux
1.46554395e+15,0.091054036,Compton Flux
1.98876931e+15,0.10106004,Compton Flux
2.62018564e+15,0.11106604,Compton Flux
3.36867692e+15,0.12107205,Compton Flux
4.24281997e+15,0.13107805,Compton Flux
5.25088992e+15,0.14108406,Compton Flux
6.40086562e+15,0.15109006,Compton Flux
7.700435e+15,0.16109606,Compton Flux
9.15700042e+15,0.17110207,Compton Flux
1.07776839e+16,0.18110807,Compton Flux
1.25693323e+16,0.19111408,Compton Flux
1.45385225e+16,0.20112008,Compton Flux
1.66915666e+16,0.21112608,Compton Flux
1.90345168e+16,0.22113209,Compton Flux
2.15731704e+16,0.23113809,Compton Flux
2.43130748e+16,0.2411441,Compton Flux
2.72595324e+16,0.2511501,Compton Flux
3.04176055e+16,0.2611561,Compton Flux
3.37921207e+16,0.27116211,Compton Flux
3.73876742e+16,0.28116811,Compton Flux
4.1208636e+16,0.29117412,Compton Flux
4.52591545e+16,0.30118012,Compton Flux
4.95431614e+16,0.31118612,Compton Flux
5.40643761e+16,0.32119213,Compton Flux
5.88263098e+16,0.33119813,Compton Flux
6.38322702e+16,0.34120414,Compton Flux
6.90853659e+16,0.35121014,Compton Flux
7.45885104e+16,0.36121614,Compton Flux
8.03444266e+16,0.37122215,Compton Flux
8.63556508e+16,0.38122815,Compton Flux
9.26245368e+16,0.39123416,Compton Flux
9.91532601e+16,0.40124016,Compton Flux
1.05943822e+17,0.41124616,Compton Flux
1.12998052e+17,0.42125217,Compton Flux
1.20317616e+17,0.43125817,Compton Flux
1.27904015e+17,0.44126418,Compton Flux
1.3575859e+17,0.45127018,Compton Flux
1.4388253e+17,0.46127618,Compton Flux
1.52276871e+17,0.47128219,Compton Flux
1.609425e+17,0.48128819,Compton Flux
1.69880162e+17,0.4912942,Compton Flux
1.79090459e+17,0.5013002,Compton Flux
1.88573857e+17,0.5113062,Compton Flux
1.98330689e+17,0.52131221,Compton Flux
2.08361155e+17,0.53131821,Compton Flux
2.1866533e+17,0.54132422,Compton Flux
2.29243165e+17,0.55133022,Compton Flux
2.40094488e+17,0.56133622,Compton Flux
2.51219013e+17,0.57134223,Compton Flux
2.62616337e+17,0.58134823,Compton Flux
2.74285947e+17,0.59135424,Compton Flux
2.8622722e+17,0.60136024,Compton Flux
2.98439429e+17,0.61136624,Compton Flux
3.10921745e+17,0.62137225,Compton Flux
3.23673238e+17,0.63137825,Compton Flux
3.36692882e+17,0.64138426,Compton Flux
3.49979558e+17,0.65139026,Compton Flux
3.63532053e+17,0.66139626,Compton Flux
3.77349068e+17,0.67140227,Compton Flux
3.91429218e+17,0.68140827,Compton Flux
4.05771032e+17,0.69141428,Compton Flux
4.20372962e+17,0.70142028,Compton Flux
4.35233378e+17,0.71142628,Compton Flux
4.50350577e+17,0.72143229,Compton Flux
4.65722781e+17,0.73143829,Compton Flux
4.81348141e+17,0.7414443,Compton Flux
4.9722474e+17,0.7514503,Compton Flux
5.13350594e+17,0.7614563,Compton Flux
5.29723656e+17,0.77146231,Compton Flux
5.46341814e+17,0.78146831,Compton Flux
5.63202899e+17,0.79147432,Compton Flux
5.80304684e+17,0.80148032,Compton Flux
5.97644885e+17,0.81148632,Compton Flux
6.15221165e+17,0.82149233,Compton Flux
6.33031135e+17,0.83149833,Compton Flux
6.51072357e+17,0.84150434,Compton Flux
6.69342346e+17,0.85151034,Compton Flux
6.8783857e+17,0.86151634,Compton Flux
7.06558452e+17,0.87152235,Compton Flux
7.25499376e+17,0.88152835,Compton Flux
7.44658682e+17,0.89153436,Compton Flux
7.64033674e+17,0.90154036,Compton Flux
7.83621617e+17,0.91154636,Compton Flux
8.03419744e+17,0.92155237,Compton Flux
8.23425251e+17,0.93155837,Compton Flux
8.43635303e+17,0.94156438,Compton Flux
8.64047035e+17,0.95157038,Compton Flux
8.84657554e+17,0.96157638,Compton Flux
9.05463937e+17,0.97158239,Compton Flux
9.26463238e+17,0.98158839,Compton Flux
9.47652485e+17,0.9915944,Compton Flux
9.69028683e+17,1.0016004,Compton Flux
9.90588815e+17,1.0116064,Compton Flux
1.01232985e+18,1.0216124,Compton Flux
1.03424872e+18,1.0316184,Compton Flux
1.05634236e+18,1.0416244,Compton Flux
1.07860768e+18,1.0516304,Compton Flux
1.10104158e+18,1.0616364,Compton Flux
1.12364093e+18,1.0716424,Compton Flux
1.14640261e+18,1.0816484,Compton Flux
1.16932346e+18,1.0916544,Compton Flux
1.19240035e+18,1.1016604,Compton Flux
1.2156301e+18,1.1116664,Compton Flux
1.23900954e+18,1.1216724,Compton Flux
1.2625355e+18,1.1316785,Compton Flux
1.28620479e+18,1.1416845,Compton Flux
1.31001423e+18,1.1516905,Compton Flux
1.33396061e+18,1.1616965,Compton Flux
1.35804074e+18,1.1717025,Compton Flux
1.38225142e+18,1.1817085,Compton Flux
1.40658946e+18,1.1917145,Compton Flux
1.43105164e+18,1.2017205,Compton Flux
1.45563478e+18,1.2117265,Compton Flux
1.48033566e+18,1.2217325,Compton Flux
1.5051511e+18,1.2317385,Compton Flux
1.5300779e+18,1.2417445,Compton Flux
1.55511287e+18,1.2517505,Compton Flux
1.58025282e+18,1.2617565,Compton Flux
1.60549457e+18,1.2717625,Compton Flux
1.63083495e+18,1.2817685,Compton Flux
1.65627079e+18,1.2917745,Compton Flux
1.68179893e+18,1.3017805,Compton Flux
1.70741621e+18,1.3117865,Compton Flux
1.73311949e+18,1.3217925,Compton Flux
1.75890564e+18,1.3317985,Compton Flux
1.78477152e+18,1.3418045,Compton Flux
1.81071404e+18,1.3518105,Compton Flux
1.83673008e+18,1.3618165,Compton Flux
1.86281655e+18,1.3718225,Compton Flux
1.88897037e+18,1.3818286,Compton Flux
1.91518847e+18,1.3918346,Compton Flux
1.94146781e+18,1.4018406,Compton Flux
1.96780534e+18,1.4118466,Compton Flux
1.99419804e+18,1.4218526,Compton Flux
2.0206429e+18,1.4318586,Compton Flux
2.04713691e+18,1.4418646,Compton Flux
2.07367711e+18,1.4518706,Compton Flux
2.10026052e+18,1.4618766,Compton Flux
2.12688421e+18,1.4718826,Compton Flux
2.15354523e+18,1.4818886,Compton Flux
2.18024068e+18,1.4918946,Compton Flux
2.20696767e+18,1.5019006,Compton Flux
2.2337233e+18,1.5119066,Compton Flux
2.26050474e+18,1.5219126,Compton Flux
2.28730913e+18,1.5319186,Compton Flux
2.31413365e+18,1.5419246,Compton Flux
2.3409755e+18,1.5519306,Compton Flux
2.3678319e+18,1.5619366,Compton Flux
2.3947001e+18,1.5719426,Compton Flux
2.42157733e+18,1.5819486,Compton Flux
2.44846089e+18,1.5919546,Compton Flux
2.47534807e+18,1.6019606,Compton Flux
2.5022362e+18,1.6119666,Compton Flux
2.52912261e+18,1.6219726,Compton Flux
2.55600467e+18,1.6319787,Compton Flux
2.58287976e+18,1.6419847,Compton Flux
2.60974529e+18,1.6519907,Compton Flux
2.63659868e+18,1.6619967,Compton Flux
2.66343739e+18,1.6720027,Compton Flux
2.69025889e+18,1.6820087,Compton Flux
2.71706068e+18,1.6920147,Compton Flux
2.74384028e+18,1.7020207,Compton Flux
2.77059521e+18,1.7120267,Compton Flux
2.79732306e+18,1.7220327,Compton Flux
2.82402141e+18,1.7320387,Compton Flux
2.85068787e+18,1.7420447,Compton Flux
2.87732007e+18,1.7520507,Compton Flux
2.90391568e+18,1.7620567,Compton Flux
2.93047237e+18,1.7720627,Compton Flux
2.95698784e+18,1.7820687,Compton Flux
2.98345984e+18,1.7920747,Compton Flux
3.00988611e+18,1.8020807,Compton Flux
3.03626443e+18,1.8120867,Compton Flux
3.06259259e+18,1.8220927,Compton Flux
3.08886844e+18,1.8320987,Compton Flux
3.11508981e+18,1.8421047,Compton Flux
3.14125458e+18,1.8521107,Compton Flux
3.16736064e+18,1.8621167,Compton Flux
3.19340593e+18,1.8721227,Compton Flux
3.21938839e+18,1.8821288,Compton Flux
3.24530598e+18,1.8921348,Compton Flux
3.27115671e+18,1.9021408,Compton Flux
3.29693859e+18,1.9121468,Compton Flux
3.32264967e+18,1.9221528,Compton Flux
3.34828802e+18,1.9321588,Compton Flux
3.37385173e+18,1.9421648,Compton Flux
3.39933891e+18,1.9521708,Compton Flux
3.42474772e+18,1.9621768,Compton Flux
3.45007632e+18,1.9721828,Compton Flux
3.47532289e+18,1.9821888,Compton Flux
3.50048566e+18,1.9921948,Compton Flux
3.52556285e+18,2.0022008,Compton Flux
3.55055275e+18,2.0122068,Compton Flux
3.57545363e+18,2.0222128,Compton Flux
3.6002638e+18,2.0322188,Compton Flux
3.62498161e+18,2.0422248,Compton Flux
3.64960541e+18,2.0522308,Compton Flux
3.67413359e+18,2.0622368,Compton Flux
3.69856455e+18,2.0722428,Compton Flux
3.72289673e+18,2.0822488,Compton Flux
3.74712858e+18,2.0922548,Compton Flux
3.77125859e+18,2.1022608,Compton Flux
3.79528526e+18,2.1122668,Compton Flux
3.81920711e+18,2.1222728,Compton Flux
3.84302269e+18,2.1322789,Compton Flux
3.86673059e+18,2.1422849,Compton Flux
3.89032939e+18,2.1522909,Compton Flux
3.91381772e+18,2.1622969,Compton Flux
3.93719422e+18,2.1723029,Compton Flux
3.96045755e+18,2.1823089,Compton Flux
3.98360642e+18,2.1923149,Compton Flux
