 Date__(UT)__HR:MN     R.A._(ICRF/J2000.0)_DEC  APmag  S-brt Ob-lon Ob-lat    S-O-T /r    S-T-O     PlAng
*********************************************************************************************************
 2015-Jun-21 19:00   05 59 29.02 +23 26 07.5 -26.71 -10.59 305.01   1.77   0.0000 /?   0.0000      n.a.
 2015-Jun-21 20:00   05 59 39.47 +23 26 07.1 -26.71 -10.59 304.45   1.77   0.0000 /?   0.0000      n.a.
 2015-Jun-21 21:00   05 59 49.95 +23 26 06.7 -26.71 -10.59 303.90   1.78   0.0000 /?   0.0000      n.a.
 2015-Jun-21 22:00   06 00 00.45 +23 26 06.4 -26.71 -10.59 303.35   1.78   0.0000 /?   0.0000      n.a.
 2015-Jun-21 23:00   06 00 10.96 +23 26 06.2 -26.71 -10.59 302.80   1.79   0.0000 /?   0.0000      n.a.
 2015-Jun-22 00:00   06 00 21.48 +23 26 06.1 -26.71 -10.59 302.25   1.79   0.0000 /?   0.0000      n.a.
 2015-Jun-22 01:00   06 00 31.99 +23 26 06.1 -26.71 -10.59 301.70   1.80   0.0000 /?   0.0000      n.a.
 2015-Jun-22 02:00   06 00 42.49 +23 26 06.3 -26.71 -10.59 301.15   1.80   0.0000 /?   0.0000      n.a.
 2015-Jun-22 03:00   06 00 52.98 +23 26 06.5 -26.71 -10.59 300.60   1.81   0.0000 /?   0.0000      n.a.
 2015-Jun-22 04:00   06 01 03.44 +23 26 06.8 -26.71 -10.59 300.05   1.81   0.0000 /?   0.0000      n.a.
 2015-Jun-22 05:00   06 01 13.87 +23 26 07.1 -26.71 -10.59 299.49   1.82   0.0000 /?   0.0000      n.a.
 2015-Jun-22 06:00   06 01 24.28 +23 26 07.4 -26.71 -10.59 298.94   1.82   0.0000 /?   0.0000      n.a.
 2015-Jun-22 07:00   06 01 34.65 +23 26 07.7 -26.71 -10.59 298.39   1.83   0.0000 /?   0.0000      n.a.
 2015-Jun-22 08:00   06 01 45.00 +23 26 07.8 -26.71 -10.59 297.84   1.83   0.0000 /?   0.0000      n.a.
 2015-Jun-22 09:00   06 01 55.32 +23 26 07.8 -26.71 -10.59 297.29   1.84   0.0000 /?   0.0000      n.a.
 2015-Jun-22 10:00   06 02 05.63 +23 26 07.7 -26.71 -10.59 296.74   1.84   0.0000 /?   0.0000      n.a.
 2015-Jun-22 11:00   06 02 15.92 +23 26 07.3 -26.71 -10.59 296.18   1.85   0.0000 /?   0.0000      n.a.
 2015-Jun-22 12:00   06 02 26.21 +23 26 06.7 -26.71 -10.59 295.63   1.85   0.0000 /?   0.0000      n.a.
 2015-Jun-22 13:00   06 02 36.50 +23 26 06.0 -26.71 -10.59 295.08   1.85   0.0000 /?   0.0000      n.a.
 2015-Jun-22 14:00   06 02 46.80 +23 26 05.0 -26.71 -10.59 294.53   1.86   0.0000 /?   0.0000      n.a.
 2015-Jun-22 15:00   06 02 57.11 +23 26 03.9 -26.71 -10.59 293.98   1.86   0.0000 /?   0.0000      n.a.
 2015-Jun-22 16:00   06 03 07.45 +23 26 02.6 -26.71 -10.59 293.42   1.87   0.0000 /?   0.0000      n.a.
 2015-Jun-22 17:00   06 03 17.82 +23 26 01.2 -26.71 -10.59 292.87   1.87   0.0000 /?   0.0000      n.a.
 2015-Jun-22 18:00   06 03 28.22 +23 25 59.7 -26.71 -10.59 292.32   1.88   0.0000 /?   0.0000      n.a.
 2015-Jun-22 19:00   06 03 38.64 +23 25 58.3 -26.71 -10.59 291.77   1.88   0.0000 /?   0.0000      n.a.
 2015-Jun-22 20:00   06 03 49.09 +23 25 56.8 -26.71 -10.59 291.22   1.89   0.0000 /?   0.0000      n.a.
 2015-Jun-22 21:00   06 03 59.57 +23 25 55.4 -26.71 -10.59 290.67   1.89   0.0000 /?   0.0000      n.a.
 2015-Jun-22 22:00   06 04 10.07 +23 25 54.0 -26.71 -10.59 290.12   1.90   0.0000 /?   0.0000      n.a.
 2015-Jun-22 23:00   06 04 20.58 +23 25 52.8 -26.71 -10.59 289.56   1.90   0.0000 /?   0.0000      n.a.
 2015-Jun-23 00:00   06 04 31.09 +23 25 51.7 -26.71 -10.59 289.01   1.91   0.0000 /?   0.0000      n.a.
 2015-Jun-23 01:00   06 04 41.60 +23 25 50.7 -26.71 -10.59 288.46   1.91   0.0000 /?   0.0000      n.a.
 2015-Jun-23 02:00   06 04 52.10 +23 25 49.8 -26.71 -10.59 287.91   1.92   0.0000 /?   0.0000      n.a.
 2015-Jun-23 03:00   06 05 02.58 +23 25 49.0 -26.71 -10.59 287.36   1.92   0.0000 /?   0.0000      n.a.
 2015-Jun-23 04:00   06 05 13.04 +23 25 48.3 -26.71 -10.59 286.81   1.93   0.0000 /?   0.0000      n.a.
 2015-Jun-23 05:00   06 05 23.47 +23 25 47.6 -26.71 -10.59 286.26   1.93   0.0000 /?   0.0000      n.a.
 2015-Jun-23 06:00   06 05 33.87 +23 25 46.8 -26.71 -10.59 285.71   1.94   0.0000 /?   0.0000      n.a.
 2015-Jun-23 07:00   06 05 44.24 +23 25 46.0 -26.71 -10.59 285.15   1.94   0.0000 /?   0.0000      n.a.
 2015-Jun-23 08:00   06 05 54.59 +23 25 45.1 -26.71 -10.59 284.60   1.95   0.0000 /?   0.0000      n.a.
 2015-Jun-23 09:00   06 06 04.91 +23 25 44.1 -26.71 -10.59 284.05   1.95   0.0000 /?   0.0000      n.a.
 2015-Jun-23 10:00   06 06 15.21 +23 25 42.9 -26.71 -10.59 283.50   1.96   0.0000 /?   0.0000      n.a.
 2015-Jun-23 11:00   06 06 25.50 +23 25 41.5 -26.71 -10.59 282.95   1.96   0.0000 /?   0.0000      n.a.
 2015-Jun-23 12:00   06 06 35.78 +23 25 39.9 -26.71 -10.59 282.39   1.97   0.0000 /?   0.0000      n.a.
 2015-Jun-23 13:00   06 06 46.07 +23 25 38.1 -26.71 -10.59 281.84   1.97   0.0000 /?   0.0000      n.a.
 2015-Jun-23 14:00   06 06 56.37 +23 25 36.1 -26.71 -10.59 281.29   1.98   0.0000 /?   0.0000      n.a.
 2015-Jun-23 15:00   06 07 06.68 +23 25 34.0 -26.71 -10.59 280.74   1.98   0.0000 /?   0.0000      n.a.
 2015-Jun-23 16:00   06 07 17.02 +23 25 31.7 -26.71 -10.59 280.19   1.99   0.0000 /?   0.0000      n.a.
 2015-Jun-23 17:00   06 07 27.38 +23 25 29.2 -26.71 -10.59 279.64   1.99   0.0000 /?   0.0000      n.a.
 2015-Jun-23 18:00   06 07 37.77 +23 25 26.8 -26.71 -10.59 279.08   2.00   0.0000 /?   0.0000      n.a.
 2015-Jun-23 19:00   06 07 48.19 +23 25 24.2 -26.71 -10.59 278.53   2.00   0.0000 /?   0.0000      n.a.
 2015-Jun-23 20:00   06 07 58.64 +23 25 21.7 -26.71 -10.59 277.98   2.01   0.0000 /?   0.0000      n.a.
 2015-Jun-23 21:00   06 08 09.12 +23 25 19.3 -26.71 -10.59 277.43   2.01   0.0000 /?   0.0000      n.a.
 2015-Jun-23 22:00   06 08 19.61 +23 25 16.9 -26.71 -10.59 276.88   2.02   0.0000 /?   0.0000      n.a.
 2015-Jun-23 23:00   06 08 30.11 +23 25 14.6 -26.71 -10.59 276.33   2.02   0.0000 /?   0.0000      n.a.
 2015-Jun-24 00:00   06 08 40.62 +23 25 12.5 -26.71 -10.59 275.78   2.03   0.0000 /?   0.0000      n.a.
 2015-Jun-24 01:00   06 08 51.13 +23 25 10.5 -26.71 -10.59 275.23   2.03   0.0000 /?   0.0000      n.a.
 2015-Jun-24 02:00   06 09 01.63 +23 25 08.6 -26.71 -10.59 274.67   2.03   0.0000 /?   0.0000      n.a.
 2015-Jun-24 03:00   06 09 12.10 +23 25 06.7 -26.71 -10.59 274.12   2.04   0.0000 /?   0.0000      n.a.
 2015-Jun-24 04:00   06 09 22.56 +23 25 05.0 -26.71 -10.59 273.57   2.04   0.0000 /?   0.0000      n.a.
 2015-Jun-24 05:00   06 09 32.99 +23 25 03.2 -26.71 -10.59 273.02   2.05   0.0000 /?   0.0000      n.a.
 2015-Jun-24 06:00   06 09 43.39 +23 25 01.4 -26.71 -10.59 272.47   2.05   0.0000 /?   0.0000      n.a.
 2015-Jun-24 07:00   06 09 53.75 +23 24 59.6 -26.71 -10.59 271.92   2.06   0.0000 /?   0.0000      n.a.
 2015-Jun-24 08:00   06 10 04.09 +23 24 57.7 -26.71 -10.59 271.37   2.06   0.0000 /?   0.0000      n.a.
 2015-Jun-24 09:00   06 10 14.41 +23 24 55.6 -26.71 -10.59 270.81   2.07   0.0000 /?   0.0000      n.a.
 2015-Jun-24 10:00   06 10 24.71 +23 24 53.4 -26.71 -10.59 270.26   2.07   0.0000 /?   0.0000      n.a.
 2015-Jun-24 11:00   06 10 34.99 +23 24 51.0 -26.71 -10.59 269.71   2.08   0.0000 /?   0.0000      n.a.
 2015-Jun-24 12:00   06 10 45.27 +23 24 48.4 -26.71 -10.59 269.16   2.08   0.0000 /?   0.0000      n.a.
 2015-Jun-24 13:00   06 10 55.55 +23 24 45.5 -26.71 -10.59 268.61   2.09   0.0000 /?   0.0000      n.a.
 2015-Jun-24 14:00   06 11 05.85 +23 24 42.5 -26.71 -10.59 268.05   2.09   0.0000 /?   0.0000      n.a.
 2015-Jun-24 15:00   06 11 16.16 +23 24 39.3 -26.71 -10.59 267.50   2.10   0.0000 /?   0.0000      n.a.
 2015-Jun-24 16:00   06 11 26.49 +23 24 36.0 -26.71 -10.59 266.95   2.10   0.0000 /?   0.0000      n.a.
 2015-Jun-24 17:00   06 11 36.85 +23 24 32.5 -26.71 -10.59 266.40   2.11   0.0000 /?   0.0000      n.a.
 2015-Jun-24 18:00   06 11 47.24 +23 24 29.0 -26.71 -10.59 265.85   2.11   0.0000 /?   0.0000      n.a.
 2015-Jun-24 19:00   06 11 57.65 +23 24 25.4 -26.71 -10.59 265.30   2.12   0.0000 /?   0.0000      n.a.
 2015-Jun-24 20:00   06 12 08.10 +23 24 21.9 -26.71 -10.59 264.74   2.12   0.0000 /?   0.0000      n.a.
 2015-Jun-24 21:00   06 12 18.57 +23 24 18.4 -26.71 -10.59 264.19   2.13   0.0000 /?   0.0000      n.a.
 2015-Jun-24 22:00   06 12 29.06 +23 24 15.0 -26.71 -10.59 263.64   2.13   0.0000 /?   0.0000      n.a.
 2015-Jun-24 23:00   06 12 39.56 +23 24 11.7 -26.71 -10.59 263.09   2.14   0.0000 /?   0.0000      n.a.
 2015-Jun-25 00:00   06 12 50.06 +23 24 08.6 -26.71 -10.59 262.54   2.14   0.0000 /?   0.0000      n.a.
 2015-Jun-25 01:00   06 13 00.56 +23 24 05.5 -26.71 -10.59 261.99   2.15   0.0000 /?   0.0000      n.a.
 2015-Jun-25 02:00   06 13 11.05 +23 24 02.6 -26.71 -10.59 261.44   2.15   0.0000 /?   0.0000      n.a.
 2015-Jun-25 03:00   06 13 21.53 +23 23 59.7 -26.71 -10.59 260.89   2.15   0.0000 /?   0.0000      n.a.
 2015-Jun-25 04:00   06 13 31.98 +23 23 56.9 -26.71 -10.59 260.33   2.16   0.0000 /?   0.0000      n.a.
 2015-Jun-25 05:00   06 13 42.40 +23 23 54.1 -26.71 -10.59 259.78   2.16   0.0000 /?   0.0000      n.a.
 2015-Jun-25 06:00   06 13 52.79 +23 23 51.3 -26.71 -10.59 259.23   2.17   0.0000 /?   0.0000      n.a.
 2015-Jun-25 07:00   06 14 03.16 +23 23 48.5 -26.71 -10.59 258.68   2.17   0.0000 /?   0.0000      n.a.
 2015-Jun-25 08:00   06 14 13.49 +23 23 45.5 -26.71 -10.59 258.13   2.18   0.0000 /?   0.0000      n.a.
 2015-Jun-25 09:00   06 14 23.80 +23 23 42.4 -26.71 -10.59 257.58   2.18   0.0000 /?   0.0000      n.a.
 2015-Jun-25 10:00   06 14 34.10 +23 23 39.2 -26.71 -10.59 257.03   2.19   0.0000 /?   0.0000      n.a.
 2015-Jun-25 11:00   06 14 44.38 +23 23 35.7 -26.71 -10.59 256.47   2.19   0.0000 /?   0.0000      n.a.
 2015-Jun-25 12:00   06 14 54.65 +23 23 32.1 -26.71 -10.59 255.92   2.20   0.0000 /?   0.0000      n.a.
 2015-Jun-25 13:00   06 15 04.93 +23 23 28.2 -26.71 -10.59 255.37   2.20   0.0000 /?   0.0000      n.a.
 2015-Jun-25 14:00   06 15 15.21 +23 23 24.1 -26.71 -10.59 254.82   2.21   0.0000 /?   0.0000      n.a.
 2015-Jun-25 15:00   06 15 25.52 +23 23 19.9 -26.71 -10.59 254.27   2.21   0.0000 /?   0.0000      n.a.
 2015-Jun-25 16:00   06 15 35.85 +23 23 15.5 -26.71 -10.59 253.71   2.22   0.0000 /?   0.0000      n.a.
 2015-Jun-25 17:00   06 15 46.20 +23 23 11.1 -26.71 -10.59 253.16   2.22   0.0000 /?   0.0000      n.a.
 2015-Jun-25 18:00   06 15 56.58 +23 23 06.5 -26.71 -10.59 252.61   2.23   0.0000 /?   0.0000      n.a.
 2015-Jun-25 19:00   06 16 06.99 +23 23 01.9 -26.71 -10.59 252.06   2.23   0.0000 /?   0.0000      n.a.
 2015-Jun-25 20:00   06 16 17.43 +23 22 57.4 -26.71 -10.59 251.51   2.24   0.0000 /?   0.0000      n.a.
 2015-Jun-25 21:00   06 16 27.90 +23 22 52.9 -26.71 -10.59 250.96   2.24   0.0000 /?   0.0000      n.a.
 2015-Jun-25 22:00   06 16 38.38 +23 22 48.4 -26.71 -10.59 250.41   2.25   0.0000 /?   0.0000      n.a.
 2015-Jun-25 23:00   06 16 48.87 +23 22 44.1 -26.71 -10.59 249.85   2.25   0.0000 /?   0.0000      n.a.
 2015-Jun-26 00:00   06 16 59.37 +23 22 39.9 -26.71 -10.59 249.30   2.26   0.0000 /?   0.0000      n.a.
 2015-Jun-26 01:00   06 17 09.87 +23 22 35.8 -26.71 -10.59 248.75   2.26   0.0000 /?   0.0000      n.a.
 2015-Jun-26 02:00   06 17 20.35 +23 22 31.8 -26.71 -10.59 248.20   2.26   0.0000 /?   0.0000      n.a.
 2015-Jun-26 03:00   06 17 30.82 +23 22 27.9 -26.71 -10.59 247.65   2.27   0.0000 /?   0.0000      n.a.
 2015-Jun-26 04:00   06 17 41.27 +23 22 24.1 -26.71 -10.59 247.10   2.27   0.0000 /?   0.0000      n.a.
 2015-Jun-26 05:00   06 17 51.68 +23 22 20.3 -26.71 -10.59 246.55   2.28   0.0000 /?   0.0000      n.a.
 2015-Jun-26 06:00   06 18 02.07 +23 22 16.5 -26.71 -10.59 246.00   2.28   0.0000 /?   0.0000      n.a.
 2015-Jun-26 07:00   06 18 12.43 +23 22 12.6 -26.71 -10.59 245.44   2.29   0.0000 /?   0.0000      n.a.
 2015-Jun-26 08:00   06 18 22.76 +23 22 08.6 -26.71 -10.59 244.89   2.29   0.0000 /?   0.0000      n.a.
 2015-Jun-26 09:00   06 18 33.06 +23 22 04.5 -26.71 -10.59 244.34   2.30   0.0000 /?   0.0000      n.a.
 2015-Jun-26 10:00   06 18 43.35 +23 22 00.2 -26.71 -10.59 243.79   2.30   0.0000 /?   0.0000      n.a.
 2015-Jun-26 11:00   06 18 53.62 +23 21 55.7 -26.71 -10.59 243.24   2.31   0.0000 /?   0.0000      n.a.
 2015-Jun-26 12:00   06 19 03.89 +23 21 51.0 -26.71 -10.59 242.68   2.31   0.0000 /?   0.0000      n.a.
 2015-Jun-26 13:00   06 19 14.16 +23 21 46.2 -26.71 -10.59 242.13   2.32   0.0000 /?   0.0000      n.a.
 2015-Jun-26 14:00   06 19 24.45 +23 21 41.1 -26.71 -10.59 241.58   2.32   0.0000 /?   0.0000      n.a.
 2015-Jun-26 15:00   06 19 34.74 +23 21 35.8 -26.71 -10.59 241.03   2.33   0.0000 /?   0.0000      n.a.
 2015-Jun-26 16:00   06 19 45.06 +23 21 30.4 -26.71 -10.59 240.48   2.33   0.0000 /?   0.0000      n.a.
 2015-Jun-26 17:00   06 19 55.41 +23 21 24.9 -26.71 -10.59 239.92   2.34   0.0000 /?   0.0000      n.a.
 2015-Jun-26 18:00   06 20 05.79 +23 21 19.3 -26.71 -10.59 239.37   2.34   0.0000 /?   0.0000      n.a.
 2015-Jun-26 19:00   06 20 16.19 +23 21 13.7 -26.71 -10.59 238.82   2.35   0.0000 /?   0.0000      n.a.
 2015-Jun-26 20:00   06 20 26.63 +23 21 08.2 -26.71 -10.59 238.27   2.35   0.0000 /?   0.0000      n.a.
 2015-Jun-26 21:00   06 20 37.08 +23 21 02.6 -26.71 -10.59 237.72   2.36   0.0000 /?   0.0000      n.a.
 2015-Jun-26 22:00   06 20 47.56 +23 20 57.2 -26.71 -10.59 237.17   2.36   0.0000 /?   0.0000      n.a.
 2015-Jun-26 23:00   06 20 58.05 +23 20 51.8 -26.71 -10.59 236.62   2.36   0.0000 /?   0.0000      n.a.
 2015-Jun-27 00:00   06 21 08.54 +23 20 46.6 -26.71 -10.59 236.07   2.37   0.0000 /?   0.0000      n.a.
 2015-Jun-27 01:00   06 21 19.03 +23 20 41.5 -26.71 -10.59 235.51   2.37   0.0000 /?   0.0000      n.a.
 2015-Jun-27 02:00   06 21 29.51 +23 20 36.4 -26.71 -10.59 234.96   2.38   0.0000 /?   0.0000      n.a.
 2015-Jun-27 03:00   06 21 39.97 +23 20 31.5 -26.71 -10.59 234.41   2.38   0.0000 /?   0.0000      n.a.
 2015-Jun-27 04:00   06 21 50.41 +23 20 26.7 -26.71 -10.59 233.86   2.39   0.0000 /?   0.0000      n.a.
 2015-Jun-27 05:00   06 22 00.82 +23 20 21.8 -26.71 -10.59 233.31   2.39   0.0000 /?   0.0000      n.a.
 2015-Jun-27 06:00   06 22 11.20 +23 20 17.0 -26.71 -10.59 232.76   2.40   0.0000 /?   0.0000      n.a.
 2015-Jun-27 07:00   06 22 21.55 +23 20 12.1 -26.71 -10.59 232.21   2.40   0.0000 /?   0.0000      n.a.
 2015-Jun-27 08:00   06 22 31.87 +23 20 07.1 -26.71 -10.59 231.65   2.41   0.0000 /?   0.0000      n.a.
 2015-Jun-27 09:00   06 22 42.17 +23 20 01.9 -26.71 -10.59 231.10   2.41   0.0000 /?   0.0000      n.a.
 2015-Jun-27 10:00   06 22 52.45 +23 19 56.6 -26.71 -10.59 230.55   2.42   0.0000 /?   0.0000      n.a.
 2015-Jun-27 11:00   06 23 02.72 +23 19 51.1 -26.71 -10.59 230.00   2.42   0.0000 /?   0.0000      n.a.
 2015-Jun-27 12:00   06 23 12.98 +23 19 45.4 -26.71 -10.59 229.45   2.43   0.0000 /?   0.0000      n.a.
 2015-Jun-27 13:00   06 23 23.24 +23 19 39.5 -26.71 -10.59 228.90   2.43   0.0000 /?   0.0000      n.a.
 2015-Jun-27 14:00   06 23 33.52 +23 19 33.4 -26.71 -10.59 228.34   2.43   0.0000 /?   0.0000      n.a.
 2015-Jun-27 15:00   06 23 43.81 +23 19 27.1 -26.71 -10.59 227.79   2.44   0.0000 /?   0.0000      n.a.
 2015-Jun-27 16:00   06 23 54.12 +23 19 20.7 -26.71 -10.59 227.24   2.44   0.0000 /?   0.0000      n.a.
 2015-Jun-27 17:00   06 24 04.46 +23 19 14.1 -26.71 -10.59 226.69   2.45   0.0000 /?   0.0000      n.a.
 2015-Jun-27 18:00   06 24 14.83 +23 19 07.5 -26.71 -10.59 226.14   2.45   0.0000 /?   0.0000      n.a.
 2015-Jun-27 19:00   06 24 25.23 +23 19 00.9 -26.71 -10.59 225.59   2.46   0.0000 /?   0.0000      n.a.
 2015-Jun-27 20:00   06 24 35.65 +23 18 54.3 -26.71 -10.59 225.03   2.46   0.0000 /?   0.0000      n.a.
 2015-Jun-27 21:00   06 24 46.10 +23 18 47.7 -26.71 -10.59 224.48   2.47   0.0000 /?   0.0000      n.a.
 2015-Jun-27 22:00   06 24 56.57 +23 18 41.3 -26.71 -10.59 223.93   2.47   0.0000 /?   0.0000      n.a.
 2015-Jun-27 23:00   06 25 07.05 +23 18 34.9 -26.71 -10.59 223.38   2.48   0.0000 /?   0.0000      n.a.
 2015-Jun-28 00:00   06 25 17.54 +23 18 28.6 -26.71 -10.59 222.83   2.48   0.0000 /?   0.0000      n.a.
 2015-Jun-28 01:00   06 25 28.02 +23 18 22.5 -26.71 -10.59 222.28   2.49   0.0000 /?   0.0000      n.a.
 2015-Jun-28 02:00   06 25 38.49 +23 18 16.4 -26.71 -10.59 221.73   2.49   0.0000 /?   0.0000      n.a.
 2015-Jun-28 03:00   06 25 48.94 +23 18 10.5 -26.71 -10.59 221.18   2.50   0.0000 /?   0.0000      n.a.
 2015-Jun-28 04:00   06 25 59.37 +23 18 04.6 -26.71 -10.59 220.62   2.50   0.0000 /?   0.0000      n.a.
 2015-Jun-28 05:00   06 26 09.78 +23 17 58.8 -26.71 -10.59 220.07   2.51   0.0000 /?   0.0000      n.a.
 2015-Jun-28 06:00   06 26 20.15 +23 17 52.9 -26.71 -10.59 219.52   2.51   0.0000 /?   0.0000      n.a.
 2015-Jun-28 07:00   06 26 30.49 +23 17 46.9 -26.71 -10.59 218.97   2.52   0.0000 /?   0.0000      n.a.
 2015-Jun-28 08:00   06 26 40.81 +23 17 40.9 -26.71 -10.59 218.42   2.52   0.0000 /?   0.0000      n.a.
 2015-Jun-28 09:00   06 26 51.10 +23 17 34.7 -26.71 -10.59 217.87   2.52   0.0000 /?   0.0000      n.a.
 2015-Jun-28 10:00   06 27 01.37 +23 17 28.4 -26.71 -10.59 217.31   2.53   0.0000 /?   0.0000      n.a.
 2015-Jun-28 11:00   06 27 11.63 +23 17 21.9 -26.71 -10.59 216.76   2.53   0.0000 /?   0.0000      n.a.
 2015-Jun-28 12:00   06 27 21.89 +23 17 15.2 -26.71 -10.59 216.21   2.54   0.0000 /?   0.0000      n.a.
 2015-Jun-28 13:00   06 27 32.14 +23 17 08.2 -26.71 -10.59 215.66   2.54   0.0000 /?   0.0000      n.a.
