Timestamp	Horizontal A.E.	Vertical A.E.	Horizontal M.E.	Vertical M.E.	Date	Time
 3601580404.248	   96.238000	    0.004000	       18995	       26464	16/02/2018	00:00:04
 3601581004.295	   96.238000	    0.004000	       18995	       26464	16/02/2018	00:10:04
 3601581604.311	   96.238000	    0.004000	       18995	       26464	16/02/2018	00:20:04
 3601582204.842	   96.238000	    0.004000	       18995	       26464	16/02/2018	00:30:04
 3601582805.295	   96.238000	    0.004000	       18995	       26464	16/02/2018	00:40:05
 3601583405.295	   96.238000	    0.003900	       18995	       26464	16/02/2018	00:50:05
 3601584005.311	   96.238000	    0.003900	       18995	       26464	16/02/2018	01:00:05
 3601584605.311	   96.238000	    0.003900	       18995	       26464	16/02/2018	01:10:05
 3601585205.795	   96.238000	    0.003900	       18995	       26464	16/02/2018	01:20:05
 3601585805.889	   96.238000	    0.004000	       18995	       26464	16/02/2018	01:30:05
 3601586406.311	   96.238000	    0.003900	       18995	       26464	16/02/2018	01:40:06
 3601587006.795	   96.238000	    0.003900	       18995	       26464	16/02/2018	01:50:06
 3601587606.795	   96.238000	    0.003900	       18995	       26464	16/02/2018	02:00:06
 3601588206.795	   96.238000	    0.003900	       18995	       26464	16/02/2018	02:10:06
 3601588806.795	   96.238000	    0.003900	       18995	       26464	16/02/2018	02:20:06
 3601589406.795	   96.238000	    0.003900	       18995	       26464	16/02/2018	02:30:06
 3601590006.795	   96.238000	    0.003900	       18995	       26464	16/02/2018	02:40:06
 3601590606.811	   96.238000	    0.004000	       18995	       26464	16/02/2018	02:50:06
 3601591206.811	   96.238000	    0.003900	       18995	       26464	16/02/2018	03:00:06
 3601591806.811	   96.238000	    0.003900	       18995	       26464	16/02/2018	03:10:06
 3601592407.295	   96.238000	    0.004000	       18995	       26464	16/02/2018	03:20:07
 3601593007.295	   96.238000	    0.004000	       18995	       26464	16/02/2018	03:30:07
 3601593607.295	   96.238000	    0.003900	       18995	       26464	16/02/2018	03:40:07
 3601594207.311	   96.238000	    0.003900	       18995	       26464	16/02/2018	03:50:07
 3601594807.795	   96.238000	    0.004000	       18995	       26464	16/02/2018	04:00:07
 3601595407.795	   96.238000	    0.003900	       18995	       26464	16/02/2018	04:10:07
 3601596007.811	   96.238000	    0.003900	       18995	       26464	16/02/2018	04:20:07
 3601596607.811	   96.238000	    0.003900	       18995	       26464	16/02/2018	04:30:07
 3601597208.295	   96.238000	    0.004000	       18995	       26464	16/02/2018	04:40:08
 3601597808.311	   96.238000	    0.003900	       18995	       26464	16/02/2018	04:50:08
 3601598408.795	   96.238000	    0.003900	       18995	       26464	16/02/2018	05:00:08
 3601599008.795	   96.238000	    0.003900	       18995	       26464	16/02/2018	05:10:08
 3601599608.795	   96.238000	    0.003900	       18995	       26464	16/02/2018	05:20:08
 3601600208.795	   96.238000	    0.004000	       18995	       26464	16/02/2018	05:30:08
 3601600808.811	   96.238000	    0.004000	       18995	       26464	16/02/2018	05:40:08
 3601601408.811	   96.238000	    0.003900	       18995	       26464	16/02/2018	05:50:08
