Timestamp	Horizontal A.E.	Vertical A.E.	Horizontal M.E.	Vertical M.E.	Date	Time
 3596421638.544	   96.265000	   -0.004300	       19009	       26414	18/12/2017	07:00:38
 3596421639.528	   96.272500	   -0.008800	       19012	       26397	18/12/2017	07:00:39
 3596421640.528	   96.281000	   -0.014300	       19016	       26376	18/12/2017	07:00:40
 3596421641.544	   96.290000	   -0.020600	       19020	       26356	18/12/2017	07:00:41
 3596421642.512	   96.300000	   -0.026500	       19025	       26336	18/12/2017	07:00:42
 3596421643.512	   96.311000	   -0.032100	       19029	       26315	18/12/2017	07:00:43
 3596421644.512	   96.323000	   -0.038700	       19034	       26296	18/12/2017	07:00:44
 3596421645.512	   96.335000	   -0.044600	       19039	       26275	18/12/2017	07:00:45
 3596421646.512	   96.347500	   -0.050100	       19044	       26255	18/12/2017	07:00:46
 3596421647.544	   96.360500	   -0.056600	       19049	       26235	18/12/2017	07:00:47
 3596421648.512	   96.373000	   -0.062500	       19054	       26215	18/12/2017	07:00:48
 3596421649.528	   96.385500	   -0.068500	       19059	       26195	18/12/2017	07:00:49
 3596421650.528	   96.398000	   -0.074500	       19064	       26174	18/12/2017	07:00:50
 3596421651.528	   96.411000	   -0.080800	       19069	       26154	18/12/2017	07:00:51
 3596421652.528	   96.423500	   -0.086800	       19074	       26134	18/12/2017	07:00:52
 3596421653.528	   96.436500	   -0.092400	       19079	       26114	18/12/2017	07:00:53
 3596421654.528	   96.449000	   -0.099100	       19084	       26093	18/12/2017	07:00:54
 3596421655.528	   96.462000	   -0.105000	       19088	       26073	18/12/2017	07:00:55
 3596421656.528	   96.474500	   -0.110600	       19093	       26053	18/12/2017	07:00:56
 3596421657.544	   96.487000	   -0.117300	       19098	       26032	18/12/2017	07:00:57
 3596421658.528	   96.500000	   -0.123200	       19103	       26012	18/12/2017	07:00:58
 3596421659.528	   96.512000	   -0.129100	       19108	       25992	18/12/2017	07:00:59
 3596421660.544	   96.525000	   -0.135500	       19112	       25972	18/12/2017	07:01:00
 3596421661.544	   96.537500	   -0.141400	       19117	       25952	18/12/2017	07:01:01
 3596421662.513	   96.550500	   -0.147500	       19122	       25932	18/12/2017	07:01:02
 3596421663.528	   96.563000	   -0.153300	       19127	       25912	18/12/2017	07:01:03
 3596421664.528	   96.575500	   -0.159700	       19132	       25891	18/12/2017	07:01:04
 3596421665.528	   96.588500	   -0.165700	       19137	       25872	18/12/2017	07:01:05
 3596421666.528	   96.601500	   -0.171300	       19142	       25851	18/12/2017	07:01:06
 3596421667.528	   96.614000	   -0.178100	       19148	       25831	18/12/2017	07:01:07
 3596421668.528	   96.626500	   -0.183900	       19152	       25811	18/12/2017	07:01:08
 3596421669.528	   96.639000	   -0.189700	       19156	       25791	18/12/2017	07:01:09
 3596421670.513	   96.652000	   -0.196200	       19161	       25770	18/12/2017	07:01:10
 3596421671.528	   96.664500	   -0.202100	       19166	       25750	18/12/2017	07:01:11
 3596421672.513	   96.677000	   -0.208200	       19171	       25730	18/12/2017	07:01:12
 3596421673.513	   96.689500	   -0.214100	       19176	       25710	18/12/2017	07:01:13
 3596421674.513	   96.702000	   -0.220500	       19181	       25690	18/12/2017	07:01:14
 3596421675.513	   96.715000	   -0.226500	       19185	       25669	18/12/2017	07:01:15
 3596421676.513	   96.727500	   -0.232100	       19190	       25649	18/12/2017	07:01:16
 3596421677.528	   96.740500	   -0.238800	       19195	       25628	18/12/2017	07:01:17
 3596421678.528	   96.753500	   -0.244700	       19200	       25608	18/12/2017	07:01:18
 3596421679.528	   96.766500	   -0.250300	       19205	       25589	18/12/2017	07:01:19
 3596421680.528	   96.779000	   -0.257000	       19210	       25568	18/12/2017	07:01:20
 3596421681.528	   96.791500	   -0.262900	       19215	       25548	18/12/2017	07:01:21
 3596421682.528	   96.804000	   -0.268800	       19220	       25528	18/12/2017	07:01:22
 3596421683.528	   96.817000	   -0.275000	       19225	       25508	18/12/2017	07:01:23
 3596421684.528	   96.829500	   -0.281300	       19230	       25487	18/12/2017	07:01:24
 3596421685.544	   96.842000	   -0.287300	       19234	       25467	18/12/2017	07:01:25
 3596421686.544	   96.855000	   -0.293100	       19239	       25447	18/12/2017	07:01:26
 3596421687.528	   96.868000	   -0.299700	       19244	       25427	18/12/2017	07:01:27
 3596421688.528	   96.880500	   -0.305600	       19249	       25407	18/12/2017	07:01:28
 3596421689.528	   96.893000	   -0.311200	       19254	       25387	18/12/2017	07:01:29
 3596421690.528	   96.906000	   -0.318000	       19259	       25367	18/12/2017	07:01:30
 3596421691.544	   96.919000	   -0.323800	       19264	       25346	18/12/2017	07:01:31
 3596421692.528	   96.932000	   -0.329600	       19269	       25326	18/12/2017	07:01:32
 3596421693.528	   96.944500	   -0.336100	       19274	       25306	18/12/2017	07:01:33
 3596421694.544	   96.957000	   -0.342100	       19279	       25285	18/12/2017	07:01:34
 3596421695.544	   96.969500	   -0.348100	       19284	       25266	18/12/2017	07:01:35
 3596421696.528	   96.982500	   -0.354100	       19288	       25245	18/12/2017	07:01:36
 3596421697.528	   96.995000	   -0.360500	       19293	       25225	18/12/2017	07:01:37
 3596421698.544	   97.007500	   -0.366600	       19298	       25204	18/12/2017	07:01:38
 3596421699.513	   97.020500	   -0.372200	       19303	       25184	18/12/2017	07:01:39
 3596421700.513	   97.033000	   -0.378900	       19308	       25164	18/12/2017	07:01:40
 3596421701.513	   97.046000	   -0.384800	       19313	       25144	18/12/2017	07:01:41
 3596421702.513	   97.059000	   -0.390500	       19318	       25124	18/12/2017	07:01:42
 3596421703.513	   97.071500	   -0.397200	       19323	       25103	18/12/2017	07:01:43
 3596421704.513	   97.084500	   -0.403100	       19328	       25083	18/12/2017	07:01:44
 3596421705.513	   97.097500	   -0.409000	       19333	       25063	18/12/2017	07:01:45
 3596421706.528	   97.110000	   -0.415200	       19337	       25043	18/12/2017	07:01:46
 3596421707.528	   97.122500	   -0.421400	       19342	       25023	18/12/2017	07:01:47
 3596421708.529	   97.135500	   -0.427500	       19347	       25002	18/12/2017	07:01:48
 3596421709.529	   97.148000	   -0.433200	       19352	       24983	18/12/2017	07:01:49
 3596421710.529	   97.161000	   -0.439800	       19357	       24962	18/12/2017	07:01:50
 3596421711.544	   97.173500	   -0.445900	       19362	       24942	18/12/2017	07:01:51
 3596421712.529	   97.186000	   -0.451500	       19366	       24922	18/12/2017	07:01:52
 3596421713.544	   97.198500	   -0.458200	       19371	       24902	18/12/2017	07:01:53
 3596421714.544	   97.211500	   -0.464200	       19376	       24881	18/12/2017	07:01:54
 3596421715.544	   97.224000	   -0.469900	       19381	       24861	18/12/2017	07:01:55
 3596421716.544	   97.237000	   -0.476400	       19386	       24841	18/12/2017	07:01:56
 3596421717.544	   97.249500	   -0.482400	       19391	       24820	18/12/2017	07:01:57
 3596421718.544	   97.263000	   -0.488400	       19396	       24801	18/12/2017	07:01:58
 3596421719.544	   97.275500	   -0.494500	       19401	       24780	18/12/2017	07:01:59
 3596421720.529	   97.288500	   -0.500800	       19406	       24760	18/12/2017	07:02:00
 3596421721.544	   97.301000	   -0.506800	       19411	       24740	18/12/2017	07:02:01
 3596421722.529	   97.313500	   -0.512500	       19415	       24720	18/12/2017	07:02:02
 3596421723.544	   97.326500	   -0.519200	       19420	       24699	18/12/2017	07:02:03
 3596421724.544	   97.339500	   -0.525200	       19425	       24679	18/12/2017	07:02:04
 3596421725.529	   97.352000	   -0.530700	       19430	       24659	18/12/2017	07:02:05
 3596421726.529	   97.364500	   -0.537500	       19435	       24638	18/12/2017	07:02:06
 3596421727.513	   97.377500	   -0.543400	       19441	       24618	18/12/2017	07:02:07
 3596421728.513	   97.390000	   -0.549200	       19445	       24599	18/12/2017	07:02:08
 3596421729.529	   97.402500	   -0.555500	       19450	       24578	18/12/2017	07:02:09
 3596421730.513	   97.415500	   -0.561700	       19455	       24558	18/12/2017	07:02:10
 3596421731.513	   97.428500	   -0.567700	       19460	       24538	18/12/2017	07:02:11
 3596421732.513	   97.441500	   -0.573600	       19465	       24518	18/12/2017	07:02:12
 3596421733.513	   97.454500	   -0.580100	       19470	       24498	18/12/2017	07:02:13
 3596421734.529	   97.467000	   -0.586200	       19474	       24478	18/12/2017	07:02:14
 3596421735.513	   97.479500	   -0.591700	       19479	       24457	18/12/2017	07:02:15
 3596421736.529	   97.492500	   -0.598500	       19484	       24436	18/12/2017	07:02:16
 3596421737.513	   97.505000	   -0.604400	       19489	       24417	18/12/2017	07:02:17
 3596421738.513	   97.517500	   -0.610100	       19494	       24396	18/12/2017	07:02:18
 3596421739.513	   97.530500	   -0.616700	       19499	       24377	18/12/2017	07:02:19
 3596421740.513	   97.543500	   -0.622700	       19504	       24356	18/12/2017	07:02:20
 3596421741.513	   97.556000	   -0.628600	       19509	       24336	18/12/2017	07:02:21
 3596421742.513	   97.569000	   -0.634700	       19514	       24316	18/12/2017	07:02:22
 3596421743.529	   97.581500	   -0.641000	       19519	       24295	18/12/2017	07:02:23
 3596421744.529	   97.594500	   -0.647100	       19524	       24275	18/12/2017	07:02:24
 3596421745.529	   97.607500	   -0.652700	       19529	       24255	18/12/2017	07:02:25
 3596421746.529	   97.620000	   -0.659400	       19534	       24235	18/12/2017	07:02:26
 3596421747.529	   97.632500	   -0.665400	       19538	       24214	18/12/2017	07:02:27
 3596421748.529	   97.645500	   -0.671000	       19543	       24194	18/12/2017	07:02:28
 3596421749.529	   97.658500	   -0.677900	       19548	       24174	18/12/2017	07:02:29
 3596421750.529	   97.671000	   -0.683600	       19553	       24154	18/12/2017	07:02:30
 3596421751.529	   97.683500	   -0.689500	       19558	       24134	18/12/2017	07:02:31
 3596421752.529	   97.696000	   -0.695900	       19563	       24113	18/12/2017	07:02:32
 3596421753.544	   97.709000	   -0.701900	       19568	       24094	18/12/2017	07:02:33
 3596421754.529	   97.722000	   -0.708000	       19573	       24073	18/12/2017	07:02:34
 3596421755.544	   97.734500	   -0.713900	       19578	       24053	18/12/2017	07:02:35
 3596421756.513	   97.747500	   -0.720400	       19583	       24033	18/12/2017	07:02:36
 3596421757.513	   97.760500	   -0.726400	       19588	       24013	18/12/2017	07:02:37
 3596421758.513	   97.773500	   -0.732000	       19593	       23992	18/12/2017	07:02:38
 3596421759.513	   97.786000	   -0.738800	       19597	       23972	18/12/2017	07:02:39
 3596421760.513	   97.799000	   -0.744700	       19602	       23952	18/12/2017	07:02:40
 3596421761.513	   97.811500	   -0.750300	       19607	       23932	18/12/2017	07:02:41
 3596421762.513	   97.824000	   -0.757000	       19612	       23912	18/12/2017	07:02:42
 3596421763.529	   97.837000	   -0.762900	       19617	       23891	18/12/2017	07:02:43
 3596421764.529	   97.849500	   -0.768800	       19622	       23871	18/12/2017	07:02:44
 3596421765.529	   97.862000	   -0.775100	       19626	       23851	18/12/2017	07:02:45
 3596421766.529	   97.875000	   -0.781300	       19631	       23830	18/12/2017	07:02:46
 3596421767.529	   97.887500	   -0.787200	       19636	       23810	18/12/2017	07:02:47
 3596421768.529	   97.900500	   -0.793100	       19641	       23790	18/12/2017	07:02:48
 3596421769.529	   97.913000	   -0.799600	       19646	       23770	18/12/2017	07:02:49
 3596421770.529	   97.926000	   -0.805600	       19651	       23750	18/12/2017	07:02:50
 3596421771.545	   97.939000	   -0.811200	       19656	       23730	18/12/2017	07:02:51
 3596421772.529	   97.952000	   -0.818000	       19661	       23710	18/12/2017	07:02:52
 3596421773.545	   97.964500	   -0.823800	       19666	       23690	18/12/2017	07:02:53
 3596421774.545	   97.977000	   -0.829600	       19670	       23670	18/12/2017	07:02:54
 3596421775.545	   97.990000	   -0.836100	       19675	       23649	18/12/2017	07:02:55
 3596421776.529	   98.002500	   -0.842000	       19680	       23629	18/12/2017	07:02:56
 3596421777.529	   98.015000	   -0.848100	       19685	       23609	18/12/2017	07:02:57
 3596421778.529	   98.028000	   -0.854000	       19690	       23589	18/12/2017	07:02:58
 3596421779.545	   98.040500	   -0.860400	       19695	       23568	18/12/2017	07:02:59
 3596421780.529	   98.053500	   -0.866400	       19700	       23549	18/12/2017	07:03:00
 3596421781.545	   98.066500	   -0.872100	       19705	       23528	18/12/2017	07:03:01
 3596421782.529	   98.079000	   -0.878800	       19710	       23508	18/12/2017	07:03:02
 3596421783.529	   98.092000	   -0.884700	       19715	       23488	18/12/2017	07:03:03
 3596421784.529	   98.105500	   -0.890400	       19720	       23468	18/12/2017	07:03:04
 3596421785.513	   98.118000	   -0.897100	       19724	       23448	18/12/2017	07:03:05
 3596421786.513	   98.131000	   -0.903000	       19729	       23426	18/12/2017	07:03:06
 3596421787.513	   98.143500	   -0.908900	       19736	       23407	18/12/2017	07:03:07
 3596421788.513	   98.156500	   -0.915100	       19739	       23386	18/12/2017	07:03:08
 3596421789.513	   98.169000	   -0.921300	       19744	       23366	18/12/2017	07:03:09
 3596421790.513	   98.181500	   -0.927400	       19749	       23346	18/12/2017	07:03:10
 3596421791.529	   98.194500	   -0.933200	       19754	       23326	18/12/2017	07:03:11
 3596421792.529	   98.207000	   -0.939800	       19759	       23306	18/12/2017	07:03:12
 3596421793.513	   98.220000	   -0.945800	       19764	       23286	18/12/2017	07:03:13
 3596421794.513	   98.232500	   -0.951400	       19769	       23265	18/12/2017	07:03:14
 3596421795.529	   98.245500	   -0.958100	       19774	       23245	18/12/2017	07:03:15
 3596421796.513	   98.258000	   -0.964000	       19778	       23225	18/12/2017	07:03:16
 3596421797.513	   98.271000	   -0.969700	       19784	       23205	18/12/2017	07:03:17
 3596421798.529	   98.284000	   -0.976200	       19788	       23185	18/12/2017	07:03:18
 3596421799.529	   98.296500	   -0.982200	       19793	       23165	18/12/2017	07:03:19
 3596421800.545	   98.309500	   -0.988200	       19798	       23144	18/12/2017	07:03:20
 3596421801.513	   98.322500	   -0.994200	       19803	       23124	18/12/2017	07:03:21
 3596421802.513	   98.335000	   -1.000600	       19808	       23104	18/12/2017	07:03:22
 3596421803.529	   98.347500	   -1.006600	       19813	       23083	18/12/2017	07:03:23
 3596421804.513	   98.360000	   -1.012300	       19818	       23063	18/12/2017	07:03:24
 3596421805.514	   98.373000	   -1.018900	       19823	       23043	18/12/2017	07:03:25
 3596421806.514	   98.386000	   -1.024900	       19827	       23023	18/12/2017	07:03:26
 3596421807.514	   98.398500	   -1.030500	       19832	       23003	18/12/2017	07:03:27
 3596421808.514	   98.411500	   -1.037200	       19837	       22983	18/12/2017	07:03:28
 3596421809.514	   98.424000	   -1.043100	       19842	       22962	18/12/2017	07:03:29
 3596421810.514	   98.437500	   -1.049100	       19848	       22942	18/12/2017	07:03:30
 3596421811.514	   98.450000	   -1.055300	       19852	       22922	18/12/2017	07:03:31
 3596421812.514	   98.462500	   -1.061400	       19857	       22901	18/12/2017	07:03:32
 3596421813.514	   98.475500	   -1.067500	       19862	       22882	18/12/2017	07:03:33
 3596421814.514	   98.488000	   -1.073300	       19867	       22861	18/12/2017	07:03:34
 3596421815.514	   98.501000	   -1.079900	       19872	       22841	18/12/2017	07:03:35
 3596421816.514	   98.513500	   -1.085900	       19877	       22821	18/12/2017	07:03:36
 3596421817.514	   98.526000	   -1.091500	       19881	       22801	18/12/2017	07:03:37
 3596421818.514	   98.539000	   -1.098200	       19886	       22781	18/12/2017	07:03:38
 3596421819.514	   98.552000	   -1.104100	       19891	       22760	18/12/2017	07:03:39
 3596421820.529	   98.564500	   -1.109900	       19896	       22741	18/12/2017	07:03:40
 3596421821.529	   98.577500	   -1.116400	       19901	       22720	18/12/2017	07:03:41
 3596421822.529	   98.590000	   -1.122400	       19906	       22700	18/12/2017	07:03:42
 3596421823.529	   98.603000	   -1.128400	       19911	       22680	18/12/2017	07:03:43
 3596421824.529	   98.616000	   -1.134400	       19916	       22660	18/12/2017	07:03:44
 3596421825.529	   98.629000	   -1.140800	       19921	       22639	18/12/2017	07:03:45
 3596421826.529	   98.641500	   -1.146800	       19926	       22619	18/12/2017	07:03:46
 3596421827.529	   98.654000	   -1.152500	       19930	       22599	18/12/2017	07:03:47
 3596421828.545	   98.666500	   -1.159200	       19935	       22579	18/12/2017	07:03:48
 3596421829.545	   98.679000	   -1.165100	       19940	       22559	18/12/2017	07:03:49
 3596421830.545	   98.692000	   -1.170700	       19945	       22538	18/12/2017	07:03:50
 3596421831.529	   98.704500	   -1.177500	       19950	       22518	18/12/2017	07:03:51
 3596421832.529	   98.717500	   -1.183200	       19955	       22498	18/12/2017	07:03:52
 3596421833.545	   98.730500	   -1.189200	       19960	       22478	18/12/2017	07:03:53
 3596421834.545	   98.743000	   -1.195400	       19965	       22457	18/12/2017	07:03:54
 3596421835.529	   98.756000	   -1.201500	       19970	       22437	18/12/2017	07:03:55
 3596421836.529	   98.769000	   -1.207600	       19975	       22417	18/12/2017	07:03:56
 3596421837.529	   98.782000	   -1.213400	       19980	       22397	18/12/2017	07:03:57
 3596421838.529	   98.794500	   -1.220000	       19984	       22377	18/12/2017	07:03:58
 3596421839.545	   98.807000	   -1.226000	       19990	       22356	18/12/2017	07:03:59
 3596421840.529	   98.820000	   -1.231600	       19994	       22336	18/12/2017	07:04:00
 3596421841.514	   98.832500	   -1.238400	       20000	       22317	18/12/2017	07:04:01
 3596421842.514	   98.845500	   -1.244200	       20004	       22296	18/12/2017	07:04:02
 3596421843.514	   98.858500	   -1.250000	       20009	       22276	18/12/2017	07:04:03
 3596421844.514	   98.871000	   -1.256500	       20014	       22256	18/12/2017	07:04:04
 3596421845.514	   98.884000	   -1.262400	       20019	       22235	18/12/2017	07:04:05
 3596421846.514	   98.897000	   -1.268400	       20024	       22215	18/12/2017	07:04:06
 3596421847.514	   98.909500	   -1.274500	       20029	       22195	18/12/2017	07:04:07
 3596421848.529	   98.922000	   -1.280800	       20034	       22175	18/12/2017	07:04:08
 3596421849.529	   98.935000	   -1.286900	       20039	       22155	18/12/2017	07:04:09
 3596421850.529	   98.948000	   -1.292600	       20044	       22135	18/12/2017	07:04:10
 3596421851.529	   98.961000	   -1.299200	       20049	       22115	18/12/2017	07:04:11
 3596421852.529	   98.973500	   -1.305200	       20053	       22095	18/12/2017	07:04:12
 3596421853.561	   98.986000	   -1.310800	       20058	       22073	18/12/2017	07:04:13
 3596421854.561	   98.999000	   -1.317700	       20064	       22052	18/12/2017	07:04:14
 3596421855.529	   99.011500	   -1.323400	       20068	       22033	18/12/2017	07:04:15
 3596421856.545	   99.024500	   -1.329300	       20073	       22013	18/12/2017	07:04:16
 3596421857.529	   99.037000	   -1.335500	       20078	       21993	18/12/2017	07:04:17
 3596421858.529	   99.049500	   -1.341600	       20082	       21973	18/12/2017	07:04:18
 3596421859.529	   99.062500	   -1.347700	       20087	       21953	18/12/2017	07:04:19
 3596421860.529	   99.075500	   -1.353500	       20092	       21932	18/12/2017	07:04:20
 3596421861.529	   99.088000	   -1.360000	       20097	       21912	18/12/2017	07:04:21
 3596421862.545	   99.100500	   -1.366000	       20103	       21893	18/12/2017	07:04:22
 3596421863.514	   99.113500	   -1.371600	       20107	       21872	18/12/2017	07:04:23
 3596421864.514	   99.127000	   -1.378400	       20112	       21852	18/12/2017	07:04:24
 3596421865.514	   99.139500	   -1.384300	       20117	       21832	18/12/2017	07:04:25
 3596421866.514	   99.152000	   -1.390000	       20122	       21812	18/12/2017	07:04:26
 3596421867.514	   99.165000	   -1.396600	       20127	       21791	18/12/2017	07:04:27
 3596421868.514	   99.178000	   -1.402500	       20132	       21771	18/12/2017	07:04:28
 3596421869.530	   99.190500	   -1.408500	       20136	       21751	18/12/2017	07:04:29
 3596421870.514	   99.203000	   -1.414600	       20141	       21730	18/12/2017	07:04:30
 3596421871.514	   99.216000	   -1.420800	       20146	       21711	18/12/2017	07:04:31
 3596421872.514	   99.229000	   -1.427000	       20151	       21690	18/12/2017	07:04:32
 3596421873.514	   99.241500	   -1.432600	       20156	       21670	18/12/2017	07:04:33
 3596421874.514	   99.254000	   -1.439300	       20161	       21649	18/12/2017	07:04:34
 3596421875.530	   99.267000	   -1.445300	       20166	       21629	18/12/2017	07:04:35
 3596421876.514	   99.280000	   -1.450900	       20171	       21609	18/12/2017	07:04:36
 3596421877.530	   99.293000	   -1.457700	       20176	       21588	18/12/2017	07:04:37
 3596421878.530	   99.305500	   -1.463400	       20181	       21569	18/12/2017	07:04:38
 3596421879.530	   99.318500	   -1.469300	       20186	       21548	18/12/2017	07:04:39
 3596421880.530	   99.331000	   -1.475700	       20190	       21528	18/12/2017	07:04:40
 3596421881.530	   99.344000	   -1.481700	       20195	       21508	18/12/2017	07:04:41
 3596421882.530	   99.356500	   -1.487800	       20200	       21488	18/12/2017	07:04:42
 3596421883.530	   99.369000	   -1.493700	       20205	       21468	18/12/2017	07:04:43
 3596421884.545	   99.382000	   -1.500100	       20210	       21448	18/12/2017	07:04:44
 3596421885.545	   99.394500	   -1.506200	       20215	       21428	18/12/2017	07:04:45
 3596421886.545	   99.407500	   -1.511700	       20220	       21408	18/12/2017	07:04:46
 3596421887.655	   99.420000	   -1.518600	       20227	       21383	18/12/2017	07:04:47
 3596421888.561	   99.434500	   -1.525100	       20231	       21366	18/12/2017	07:04:48
 3596421889.577	   99.446500	   -1.530300	       20236	       21345	18/12/2017	07:04:49
 3596421890.530	   99.459500	   -1.536900	       20240	       21327	18/12/2017	07:04:50
 3596421891.545	   99.471500	   -1.542600	       20245	       21306	18/12/2017	07:04:51
 3596421892.530	   99.484500	   -1.548600	       20250	       21286	18/12/2017	07:04:52
 3596421893.545	   99.497000	   -1.554600	       20255	       21266	18/12/2017	07:04:53
 3596421894.530	   99.510000	   -1.561000	       20259	       21246	18/12/2017	07:04:54
 3596421895.530	   99.522500	   -1.567000	       20264	       21225	18/12/2017	07:04:55
 3596421896.530	   99.535000	   -1.572600	       20269	       21206	18/12/2017	07:04:56
 3596421897.530	   99.547500	   -1.579400	       20274	       21185	18/12/2017	07:04:57
 3596421898.530	   99.560500	   -1.585300	       20279	       21164	18/12/2017	07:04:58
 3596421899.530	   99.573500	   -1.590900	       20284	       21145	18/12/2017	07:04:59
 3596421900.514	   99.586000	   -1.597800	       20289	       21125	18/12/2017	07:05:00
 3596421901.514	   99.599000	   -1.603500	       20294	       21104	18/12/2017	07:05:01
 3596421902.514	   99.612000	   -1.609400	       20299	       21084	18/12/2017	07:05:02
 3596421903.514	   99.624500	   -1.615700	       20304	       21063	18/12/2017	07:05:03
 3596421904.514	   99.637500	   -1.621700	       20309	       21043	18/12/2017	07:05:04
 3596421905.530	   99.650000	   -1.627800	       20313	       21023	18/12/2017	07:05:05
 3596421906.530	   99.662500	   -1.633700	       20318	       21003	18/12/2017	07:05:06
 3596421907.530	   99.675000	   -1.640100	       20324	       20982	18/12/2017	07:05:07
 3596421908.530	   99.688000	   -1.646200	       20328	       20963	18/12/2017	07:05:08
 3596421909.530	   99.700500	   -1.651800	       20333	       20943	18/12/2017	07:05:09
 3596421910.530	   99.713000	   -1.658500	       20338	       20923	18/12/2017	07:05:10
 3596421911.530	   99.726500	   -1.664400	       20342	       20903	18/12/2017	07:05:11
 3596421912.530	   99.739000	   -1.670100	       20347	       20882	18/12/2017	07:05:12
 3596421913.514	   99.752000	   -1.676700	       20353	       20862	18/12/2017	07:05:13
 3596421914.514	   99.765000	   -1.682600	       20358	       20841	18/12/2017	07:05:14
 3596421915.514	   99.778000	   -1.688500	       20362	       20822	18/12/2017	07:05:15
 3596421916.514	   99.791000	   -1.694700	       20367	       20802	18/12/2017	07:05:16
 3596421917.514	   99.804000	   -1.701000	       20372	       20781	18/12/2017	07:05:17
 3596421918.514	   99.816500	   -1.707100	       20377	       20761	18/12/2017	07:05:18
 3596421919.514	   99.829000	   -1.712700	       20382	       20740	18/12/2017	07:05:19
