500	0
499	0
498	0
497	0
496	0
495	0
494	0
493	0
492	0
491	0
490	0
489	0
488	0
487	0
486	0
485	0
484	0
483	0
482	0
481	0
480	0
479	0
478	0
477	0
476	0
475	0
474	0
473	0
472	0
471	0
470	0
469	0
468	0
467	0
466	0
465	0
464	0
463	0
462	0
461	0
460	0
459	0
458	0
457	0
456	0
455	0
454	0
453	0
452	0
451	0
450	0
449	0
448	0
447	0
446	0
445	0
444	0
443	0
442	0
441	0
440	0
439	0
438	0
437	0
436	0
435	0
434	0
433	0
432	0
431	0
430	0
429	0
428	0
427	0
426	0
425	0
424	0
423	0
422	0
421	0
420	0
419	0
418	0
417	0
416	0
415	0
414	0
413	16
412	16
411	0
410	16
409	16
408	16
407	48
406	128
405	128
404	384
403	240
402	392
401	392
400	400
399	560
398	736
397	904
396	936
395	856
394	936
393	936
392	928
391	968
390	992
389	992
388	992
387	992
386	992
385	992
384	992
383	992
382	1000
381	992
380	1000
379	1000
378	1000
377	1000
376	1000
375	1000
374	1000
373	1000
372	1000
371	1000
370	1000
369	1000
368	1000
367	1000
366	1000
365	1000
364	1000
363	1000
362	1000
361	1000
360	1000
359	1000
358	1000
357	1000
356	1000
355	1000
354	1000
353	1000
352	1000
351	1000
350	1000
349	1000
348	1000
347	1000
346	1000
345	1000
344	1000
343	1000
342	1000
341	1000
340	1000
339	1000
338	1000
337	1000
336	1000
335	1000
334	1000
333	1000
332	1000
331	1000
330	1000
329	1000
328	1000
327	1000
326	1000
325	1000
324	1000
323	1000
322	1000
321	1000
320	1000
319	1000
318	1000
317	1000
316	1008
315	1000
314	1008
313	1008
312	1008
311	1040
310	1152
309	1072
308	1144
307	1504
306	2224
305	2232
304	2248
303	3360
302	4536
301	3872
300	5008
299	5096
298	5016
297	5216
296	5008
295	3920
294	2656
293	3368
292	2656
291	1752
290	1264
289	1424
288	1240
287	1072
286	1024
285	1000
284	1000
283	1008
282	1000
281	1000
280	1000
279	1000
278	1000
277	1000
276	1000
275	1000
274	1000
273	1000
272	1000
271	1000
270	1000
269	1000
268	1000
267	1000
266	1000
265	1000
264	1000
263	1000
262	1000
261	1000
260	1000
259	1000
258	1000
257	1000
256	1000
255	1000
254	1000
253	1000
252	1000
251	1000
250	1000
249	1000
248	1000
247	1000
246	1000
245	1000
244	1000
243	1000
242	1000
241	1000
240	1000
239	1000
238	1000
237	1000
236	1000
235	1000
234	1000
233	1000
232	1000
231	1000
230	1000
229	1000
228	1000
227	1000
226	1000
225	1000
224	1000
223	1000
222	992
221	968
220	968
219	992
218	976
217	968
216	968
215	936
214	856
213	904
212	584
211	736
210	576
209	576
208	568
207	408
206	248
205	328
204	56
203	128
202	56
201	56
200	56
199	16
198	8
197	8
196	0
195	0
194	0
193	0
192	0
191	0
190	0
189	0
188	0
187	0
186	0
185	0
184	0
183	0
182	0
181	0
180	0
179	0
178	0
177	0
176	0
175	0
174	0
173	0
172	0
171	0
170	0
169	0
168	0
167	0
166	0
165	0
164	0
163	0
162	0
161	0
160	0
159	0
158	0
157	0
156	0
155	0
154	0
153	0
152	0
151	0
150	0
149	0
148	0
147	0
146	0
145	0
144	0
143	0
142	0
141	0
140	0
139	0
138	0
137	0
136	0
135	0
134	0
133	0
132	0
131	0
130	0
129	0
128	0
127	0
126	0
125	0
124	0
123	0
122	0
121	0
120	0
119	0
118	0
117	0
116	0
115	0
114	0
113	0
112	0
111	0
110	0
109	0
108	0
107	0
106	0
105	0
104	0
103	0
102	0
101	0
100	0
